record_id,district_code,latitude,longitude,field_id,area_m2,crop_name,crop_type,season,agro_climatic_zone,N,P,K,ph,organic_carbon,soil_texture,soil_moisture_pct,groundwater_depth_m,avg_rainfall_mm,rainfall_mm,rainfall_30d_mm,rainfall_60d_mm,rainfall,avg_temp_c,temperature,humidity,et0_mm,kc_value,ndvi_mean,ndvi_max,ndvi_trend,ndvi_t1,ndvi_t2,ndvi_t3,ndvi_t4,ndvi_t5,ndvi_t6,evi_t1,evi_t2,ndwi_t1,ndwi_t2,sowing_day_of_year,growth_stage,irrigation_method,recommended_crop,yield_kg,water_required_m3,season_target,ndvi_seq_mean,ndvi_seq_std,ndvi_seq_slope
1936,MH020,9.41,71.72,FLD01936,16525,Groundnut,Oilseed,Kharif,Coastal,249.0,33.0,234.0,7.6,0.89,6.0,33,6.7,868,783,237,621,714.0,30.7,30.7,78.0,5.0,1.0,0.59,0.66,0.016,0.55,0.53,0.55,0.64,0.66,0.63,0.48,0.46,0.26,0.31,166,14.0,0.0,Groundnut,3066.0,0.0,Kharif,0.5933333333333334,0.05120763831912404,0.025142857142857123
1937,MH019,19.31,74.55,FLD01937,12899,Groundnut,Oilseed,Rabi,Coastal,219.0,50.0,174.0,7.0,0.82,1.0,32,11.1,1673,559,222,527,479.0,23.1,23.1,73.0,4.5,1.0,0.6,0.66,0.028,0.52,0.57,0.57,0.64,0.64,0.66,0.43,0.5,0.35,0.27,315,13.0,2.0,Groundnut,2213.0,0.0,Rabi,0.6,0.05000000000000002,0.028000000000000053
1938,KA050,26.22,73.92,FLD01938,18426,Groundnut,Oilseed,Rabi,Humid,297.0,39.0,175.0,7.0,0.63,3.0,28,7.6,1370,409,218,367,388.0,22.0,22.0,78.0,3.7,1.0,0.6,0.67,0.022,0.56,0.52,0.55,0.64,0.65,0.67,0.49,0.44,0.33,0.36,323,16.0,0.0,Groundnut,3236.0,0.0,Rabi,0.5983333333333333,0.05698440332426253,0.02942857142857143
1939,TN026,19.62,80.9,FLD01939,13694,Groundnut,Oilseed,Rabi,Semi-Arid,233.0,47.0,185.0,6.7,0.52,2.0,26,16.3,814,253,93,186,219.0,24.0,24.0,57.0,3.9,1.0,0.61,0.68,0.016,0.57,0.53,0.6,0.65,0.68,0.65,0.48,0.44,0.35,0.28,321,14.0,0.0,Groundnut,2240.0,0.0,Rabi,0.6133333333333334,0.0518544972870135,0.025714285714285752
1940,GJ017,12.88,76.04,FLD01940,5272,Groundnut,Oilseed,Kharif,Sub-Humid,250.0,32.0,194.0,7.6,0.67,2.0,32,11.9,1074,902,272,679,810.0,27.3,27.3,69.0,5.7,1.0,0.6,0.68,0.03,0.53,0.52,0.57,0.61,0.66,0.68,0.46,0.45,0.33,0.32,151,2.0,0.0,Groundnut,895.0,0.0,Kharif,0.5950000000000001,0.06075908711186063,0.034571428571428545
1941,MH050,15.23,78.64,FLD01941,13471,Groundnut,Oilseed,Rabi,Humid,218.0,40.0,230.0,6.4,0.77,4.0,23,7.2,3008,856,462,751,759.0,21.3,21.3,85.0,3.5,1.0,0.6,0.65,0.016,0.56,0.55,0.56,0.62,0.65,0.64,0.47,0.47,0.34,0.35,320,1.0,0.0,Groundnut,2427.0,0.0,Rabi,0.5966666666666667,0.041096093353126494,0.02171428571428569
1942,MP040,26.83,79.1,FLD01942,9872,Groundnut,Oilseed,Rabi,Semi-Arid,251.0,50.0,239.0,6.2,0.84,2.0,30,13.7,624,161,82,139,144.0,26.0,26.0,58.0,3.4,1.0,0.6,0.67,0.026,0.54,0.54,0.6,0.61,0.67,0.67,0.45,0.46,0.33,0.28,308,12.0,0.0,Groundnut,2290.0,0.0,Rabi,0.605,0.05315072906367325,0.030000000000000006
1943,GJ042,14.55,87.51,FLD01943,7594,Groundnut,Oilseed,Rabi,Humid,306.0,48.0,177.0,7.8,0.89,2.0,35,5.7,2828,845,392,632,781.0,20.1,20.1,86.0,4.4,1.0,0.6,0.68,0.034,0.51,0.53,0.55,0.65,0.65,0.68,0.44,0.45,0.28,0.27,309,14.0,1.0,Groundnut,1463.0,0.0,Rabi,0.5950000000000001,0.06677075208003377,0.03742857142857142
1944,HR040,20.05,76.18,FLD01944,19021,Groundnut,Oilseed,Kharif,Semi-Arid,266.0,39.0,213.0,5.8,0.88,2.0,25,13.9,785,608,217,373,520.0,30.1,30.1,63.0,5.2,1.0,0.6,0.67,0.026,0.54,0.56,0.56,0.66,0.63,0.67,0.46,0.46,0.35,0.33,163,12.0,0.0,Groundnut,3158.0,0.0,Kharif,0.6033333333333334,0.05185449728701348,0.027428571428571406
1945,AP031,11.71,89.91,FLD01945,10230,Groundnut,Oilseed,Rabi,Humid,230.0,43.0,174.0,6.3,0.88,4.0,29,5.6,1495,369,162,345,313.0,22.3,22.3,75.0,3.9,1.0,0.6,0.65,0.024,0.53,0.57,0.55,0.64,0.64,0.65,0.45,0.48,0.29,0.34,306,8.0,0.0,Groundnut,1686.0,0.0,Rabi,0.5966666666666667,0.04818944098266987,0.02571428571428573
1946,TN028,28.92,88.94,FLD01946,15694,Groundnut,Oilseed,Rabi,Sub-Humid,191.0,40.0,189.0,5.8,0.74,1.0,21,8.6,869,283,100,215,241.0,22.5,22.5,76.0,3.8,1.0,0.59,0.67,0.018,0.54,0.55,0.57,0.6,0.67,0.63,0.47,0.47,0.26,0.29,331,5.0,2.0,Groundnut,2629.0,0.0,Rabi,0.5933333333333334,0.04570436400267363,0.023999999999999997
1947,AP018,21.68,75.57,FLD01947,8082,Groundnut,Oilseed,Kharif,Plateau,197.0,48.0,219.0,6.0,0.8,6.0,37,11.1,1224,1133,410,718,1063.0,31.7,31.7,69.0,5.2,1.0,0.6,0.68,0.022,0.55,0.53,0.56,0.64,0.68,0.66,0.48,0.44,0.3,0.29,150,11.0,0.0,Groundnut,1329.0,0.0,Kharif,0.6033333333333334,0.05849976258261415,0.03085714285714282
1948,MP037,17.93,76.11,FLD01948,6280,Groundnut,Oilseed,Kharif,Coastal,235.0,31.0,201.0,7.7,0.92,6.0,32,7.2,1461,1327,432,804,1179.0,30.0,30.0,82.0,5.0,1.0,0.6,0.66,0.024,0.53,0.54,0.57,0.62,0.66,0.65,0.46,0.47,0.35,0.32,163,13.0,1.0,Groundnut,1089.0,0.0,Kharif,0.5950000000000001,0.051234753829797995,0.028857142857142828
1949,MH041,17.23,79.33,FLD01949,15675,Groundnut,Oilseed,Kharif,Sub-Humid,304.0,50.0,202.0,6.9,0.71,0.0,20,10.1,1192,1068,407,850,911.0,27.4,27.4,74.0,5.4,1.0,0.61,0.68,0.022,0.55,0.57,0.56,0.63,0.68,0.66,0.46,0.47,0.3,0.29,141,8.0,1.0,Groundnut,2953.0,0.0,Kharif,0.6083333333333334,0.05079916884709391,0.027142857142857146
1950,GJ044,25.51,83.17,FLD01950,7991,Groundnut,Oilseed,Kharif,Arid,295.0,47.0,227.0,7.6,0.86,1.0,29,23.0,363,272,94,193,233.0,34.0,34.0,51.0,4.9,1.0,0.6,0.68,0.028,0.54,0.52,0.57,0.63,0.63,0.68,0.44,0.45,0.35,0.32,150,7.0,1.0,Groundnut,1384.0,0.0,Kharif,0.595,0.056199051000291225,0.03114285714285711
1951,AP012,28.14,85.73,FLD01951,18359,Mustard,Oilseed,Rabi,Humid,218.0,44.0,207.0,6.8,0.68,1.0,36,6.7,1450,351,190,252,308.0,20.8,20.8,85.0,3.4,0.91,0.59,0.67,0.03,0.52,0.54,0.58,0.6,0.63,0.67,0.43,0.47,0.36,0.27,305,12.0,0.0,Mustard,2205.0,0.0,Rabi,0.59,0.050990195135927854,0.029714285714285728
1952,HR003,12.49,72.68,FLD01952,7958,Mustard,Oilseed,Rabi,Sub-Humid,268.0,44.0,234.0,7.7,0.74,4.0,38,13.0,1050,342,169,253,317.0,23.3,23.3,69.0,3.4,0.91,0.6,0.67,0.024,0.55,0.54,0.57,0.6,0.65,0.67,0.48,0.47,0.27,0.32,311,7.0,0.0,Mustard,1024.0,0.0,Rabi,0.5966666666666667,0.04887626099538394,0.027428571428571445
1953,TN008,13.27,73.32,FLD01953,15081,Mustard,Oilseed,Rabi,Sub-Humid,196.0,37.0,193.0,7.5,0.54,3.0,29,10.4,1147,388,184,356,355.0,22.0,22.0,76.0,3.5,0.91,0.6,0.66,0.026,0.52,0.57,0.6,0.6,0.66,0.65,0.43,0.48,0.35,0.27,328,2.0,2.0,Mustard,1690.0,0.0,Rabi,0.6,0.047258156262526094,0.026285714285714315
1954,KA039,11.88,85.33,FLD01954,6254,Mustard,Oilseed,Rabi,Coastal,233.0,45.0,228.0,7.2,0.94,3.0,26,6.5,1697,438,231,335,380.0,25.0,25.0,74.0,3.1,0.91,0.59,0.66,0.03,0.51,0.52,0.55,0.65,0.63,0.66,0.43,0.45,0.31,0.35,331,14.0,2.0,Mustard,791.0,0.0,Rabi,0.5866666666666667,0.06182412330330469,0.03371428571428571
1955,AP004,12.96,81.41,FLD01955,18332,Mustard,Oilseed,Rabi,Semi-Arid,200.0,31.0,218.0,6.1,0.74,4.0,22,16.2,776,278,149,226,252.0,25.9,25.9,68.0,3.5,0.91,0.6,0.69,0.028,0.55,0.55,0.54,0.63,0.63,0.69,0.47,0.48,0.3,0.35,308,9.0,0.0,Mustard,2120.0,0.0,Rabi,0.5983333333333333,0.05550275268448901,0.029428571428571384
1956,TN018,16.68,77.23,FLD01956,11068,Mustard,Oilseed,Rabi,Plateau,185.0,29.0,189.0,6.7,0.93,4.0,33,8.5,788,283,124,214,265.0,24.1,24.1,66.0,3.2,0.91,0.61,0.66,0.022,0.55,0.55,0.57,0.65,0.66,0.66,0.45,0.46,0.33,0.27,315,5.0,0.0,Mustard,1293.0,0.0,Rabi,0.6066666666666667,0.05055250296034367,0.027428571428571417
1957,MH019,10.52,87.09,FLD01957,5844,Mustard,Oilseed,Rabi,Coastal,250.0,47.0,188.0,6.1,0.78,1.0,37,9.7,1621,528,227,423,488.0,23.2,23.2,70.0,3.1,0.91,0.61,0.67,0.016,0.56,0.57,0.55,0.65,0.67,0.64,0.48,0.49,0.29,0.29,319,5.0,1.0,Mustard,779.0,0.0,Rabi,0.6066666666666667,0.04784233364802442,0.022857142857142847
1958,KA037,12.7,87.55,FLD01958,12905,Mustard,Oilseed,Rabi,Coastal,190.0,34.0,203.0,5.9,0.61,1.0,30,6.4,1587,626,341,580,572.0,24.3,24.3,80.0,3.3,0.91,0.6,0.67,0.026,0.52,0.54,0.56,0.63,0.67,0.65,0.43,0.46,0.29,0.28,327,0.0,0.0,Mustard,1572.0,0.0,Rabi,0.595,0.05737304826019502,0.03171428571428571
1959,HR039,23.25,70.93,FLD01959,14924,Mustard,Oilseed,Rabi,Arid,207.0,33.0,237.0,6.2,0.85,3.0,36,24.3,360,78,37,56,69.0,26.0,26.0,45.0,2.9,0.91,0.59,0.65,0.028,0.51,0.55,0.55,0.65,0.64,0.65,0.44,0.46,0.32,0.29,321,5.0,0.0,Mustard,2173.0,169.0,Rabi,0.5916666666666667,0.056691171172316486,0.03057142857142856
1960,AP026,16.05,75.0,FLD01960,16890,Mustard,Oilseed,Rabi,Plateau,319.0,31.0,223.0,6.6,0.9,2.0,21,8.1,1104,272,105,243,251.0,24.4,24.4,76.0,3.4,0.91,0.61,0.69,0.03,0.54,0.54,0.58,0.65,0.67,0.69,0.47,0.46,0.35,0.28,320,3.0,1.0,Mustard,2156.0,0.0,Rabi,0.6116666666666667,0.060941684329274055,0.03457142857142856
1961,AP026,11.28,83.85,FLD01961,16702,Mustard,Oilseed,Rabi,Humid,247.0,52.0,215.0,7.7,0.72,6.0,22,5.3,1289,498,273,456,465.0,22.9,22.9,79.0,3.2,0.91,0.6,0.68,0.02,0.54,0.54,0.55,0.63,0.68,0.64,0.45,0.45,0.27,0.3,319,10.0,0.0,Mustard,2226.0,0.0,Rabi,0.5966666666666668,0.05557777333511022,0.028571428571428532
1962,AP001,29.96,80.0,FLD01962,12396,Mustard,Oilseed,Rabi,Mountain,196.0,49.0,212.0,6.9,0.7,1.0,36,13.9,2057,792,406,642,686.0,12.4,12.4,84.0,2.9,0.91,0.6,0.68,0.032,0.52,0.56,0.59,0.61,0.63,0.68,0.43,0.49,0.34,0.34,332,8.0,2.0,Mustard,1430.0,0.0,Rabi,0.5983333333333333,0.05079916884709391,0.029428571428571398
1963,TN040,27.62,84.91,FLD01963,9621,Mustard,Oilseed,Rabi,Semi-Arid,292.0,31.0,210.0,7.8,0.55,6.0,27,14.6,559,146,54,127,125.0,23.2,23.2,55.0,3.5,0.91,0.59,0.66,0.02,0.56,0.53,0.58,0.6,0.63,0.66,0.46,0.45,0.34,0.28,314,0.0,1.0,Mustard,1447.0,0.0,Rabi,0.5933333333333334,0.04307615994440028,0.02342857142857143
1964,KA019,26.76,79.03,FLD01964,16190,Mustard,Oilseed,Rabi,Plateau,196.0,30.0,223.0,7.0,0.79,2.0,29,13.1,1220,431,190,317,385.0,25.8,25.8,68.0,2.9,0.91,0.61,0.68,0.022,0.57,0.56,0.57,0.6,0.67,0.68,0.5,0.47,0.32,0.32,334,14.0,0.0,Mustard,1949.0,0.0,Rabi,0.6083333333333333,0.04879093722768152,0.02600000000000001
1965,PB042,25.28,91.07,FLD01965,11625,Mustard,Oilseed,Rabi,Mountain,244.0,40.0,207.0,6.2,0.74,6.0,29,9.9,2710,1047,406,989,899.0,15.6,15.6,63.0,3.3,0.91,0.6,0.65,0.024,0.53,0.56,0.55,0.63,0.65,0.65,0.46,0.49,0.3,0.28,311,14.0,0.0,Mustard,1352.0,0.0,Rabi,0.595,0.04958158260214504,0.027142857142857107
1966,GJ013,9.55,83.41,FLD01966,11327,Mustard,Oilseed,Rabi,Coastal,287.0,44.0,193.0,6.2,0.61,0.0,24,9.7,870,297,162,208,265.0,24.0,24.0,80.0,2.9,0.91,0.59,0.68,0.024,0.51,0.52,0.59,0.63,0.68,0.63,0.44,0.44,0.33,0.33,326,7.0,0.0,Mustard,1458.0,0.0,Rabi,0.5933333333333334,0.061282587702834124,0.03200000000000001
1967,AP036,28.57,88.38,FLD01967,13859,Mustard,Oilseed,Rabi,Humid,200.0,38.0,190.0,6.8,0.83,4.0,31,8.7,1532,457,224,373,392.0,22.2,22.2,81.0,2.8,0.91,0.61,0.68,0.032,0.52,0.53,0.59,0.65,0.67,0.68,0.45,0.44,0.29,0.32,329,2.0,0.0,Mustard,1706.0,0.0,Rabi,0.6066666666666667,0.06446359868604573,0.03657142857142857
1968,RJ037,24.73,81.63,FLD01968,18382,Mustard,Oilseed,Rabi,Plateau,200.0,31.0,180.0,6.2,0.73,1.0,32,8.6,1263,430,189,312,407.0,23.2,23.2,74.0,3.6,0.91,0.6,0.67,0.018,0.54,0.54,0.57,0.63,0.67,0.63,0.47,0.45,0.33,0.3,318,4.0,1.0,Mustard,1968.0,0.0,Rabi,0.5966666666666666,0.04955356249106169,0.025714285714285696
1969,GJ009,14.3,73.23,FLD01969,19922,Mustard,Oilseed,Rabi,Humid,295.0,30.0,187.0,6.0,0.67,2.0,34,9.4,3161,644,334,572,560.0,21.4,21.4,82.0,2.7,0.91,0.6,0.66,0.018,0.57,0.55,0.58,0.61,0.65,0.66,0.49,0.48,0.3,0.29,318,13.0,1.0,Mustard,2324.0,0.0,Rabi,0.6033333333333334,0.04068851871911235,0.022285714285714256
1970,MH027,28.5,83.01,FLD01970,7097,Mustard,Oilseed,Rabi,Sub-Humid,207.0,32.0,218.0,6.8,0.73,6.0,35,8.1,988,250,121,235,225.0,23.0,23.0,73.0,3.1,0.91,0.61,0.67,0.022,0.56,0.57,0.6,0.63,0.63,0.67,0.48,0.49,0.28,0.32,334,6.0,2.0,Mustard,887.0,0.0,Rabi,0.61,0.037859388972001834,0.02171428571428569
1971,HR014,21.82,87.75,FLD01971,15902,Mustard,Oilseed,Rabi,Arid,287.0,44.0,223.0,7.6,0.63,4.0,30,15.7,482,166,81,132,143.0,30.0,30.0,56.0,3.2,0.91,0.6,0.68,0.028,0.54,0.53,0.58,0.62,0.66,0.68,0.47,0.47,0.3,0.33,307,6.0,0.0,Mustard,2153.0,0.0,Rabi,0.6016666666666667,0.05669117117231651,0.03228571428571426
1972,AP011,26.57,90.09,FLD01972,18348,Mustard,Oilseed,Rabi,Mountain,291.0,49.0,223.0,7.3,0.71,4.0,22,9.1,1444,525,219,385,448.0,17.1,17.1,69.0,3.3,0.91,0.6,0.67,0.026,0.52,0.56,0.59,0.61,0.67,0.65,0.43,0.48,0.35,0.28,312,4.0,1.0,Mustard,2197.0,0.0,Rabi,0.6,0.05099019513592785,0.028571428571428553
1973,TN006,17.68,89.79,FLD01973,6928,Mustard,Oilseed,Rabi,Sub-Humid,185.0,40.0,221.0,6.6,0.87,0.0,24,11.1,1103,252,103,183,229.0,24.0,24.0,68.0,3.0,0.91,0.59,0.68,0.032,0.52,0.53,0.57,0.62,0.63,0.68,0.45,0.46,0.35,0.3,318,3.0,0.0,Mustard,890.0,0.0,Rabi,0.5916666666666667,0.056984403324262536,0.03285714285714287
1974,KA028,17.99,74.35,FLD01974,17806,Mustard,Oilseed,Rabi,Plateau,223.0,35.0,230.0,6.4,0.66,0.0,29,9.5,839,288,101,213,271.0,23.8,23.8,73.0,3.5,0.91,0.6,0.65,0.018,0.56,0.54,0.58,0.61,0.65,0.65,0.48,0.45,0.29,0.31,335,7.0,2.0,Mustard,2025.0,0.0,Rabi,0.5983333333333333,0.042196629670573874,0.023142857142857107
1975,GJ003,14.27,70.36,FLD01975,15457,Mustard,Oilseed,Rabi,Semi-Arid,264.0,40.0,209.0,5.9,0.51,1.0,29,10.8,768,212,100,184,195.0,23.9,23.9,62.0,2.6,0.91,0.61,0.68,0.02,0.53,0.57,0.6,0.64,0.68,0.63,0.45,0.5,0.29,0.31,322,11.0,1.0,Mustard,1774.0,0.0,Rabi,0.6083333333333334,0.048790937227681505,0.024857142857142855
1976,GJ037,30.72,76.92,FLD01976,14091,Mustard,Oilseed,Rabi,Mountain,280.0,37.0,191.0,7.5,0.84,4.0,29,13.1,2540,693,345,498,592.0,20.0,20.0,73.0,3.3,0.91,0.61,0.68,0.02,0.55,0.52,0.58,0.66,0.68,0.65,0.48,0.45,0.3,0.28,332,10.0,0.0,Mustard,1848.0,0.0,Rabi,0.6066666666666667,0.0599073358520381,0.030285714285714284
1977,PB043,24.58,71.94,FLD01977,12595,Mustard,Oilseed,Rabi,Plateau,196.0,37.0,236.0,7.2,0.52,5.0,32,10.5,1221,337,138,287,309.0,24.3,24.3,63.0,3.6,0.91,0.59,0.64,0.014,0.56,0.54,0.57,0.62,0.64,0.63,0.49,0.47,0.3,0.31,334,2.0,2.0,Mustard,1458.0,0.0,Rabi,0.5933333333333334,0.03815174380753198,0.019999999999999976
1978,MP037,28.54,86.06,FLD01978,13827,Mustard,Oilseed,Rabi,Sub-Humid,255.0,49.0,178.0,6.3,0.79,3.0,21,10.7,1109,424,160,374,387.0,23.5,23.5,73.0,3.3,0.91,0.6,0.67,0.028,0.53,0.54,0.58,0.65,0.66,0.67,0.46,0.44,0.3,0.33,315,11.0,1.0,Mustard,1635.0,0.0,Rabi,0.605,0.05737304826019502,0.032285714285714265
1979,GJ011,14.29,72.69,FLD01979,9721,Mustard,Oilseed,Rabi,Sub-Humid,288.0,41.0,221.0,7.2,0.96,4.0,33,10.8,1017,283,143,263,260.0,22.1,22.1,68.0,3.5,0.91,0.61,0.67,0.026,0.54,0.56,0.55,0.65,0.67,0.67,0.44,0.47,0.28,0.29,324,8.0,0.0,Mustard,1322.0,0.0,Rabi,0.6066666666666667,0.057348835113617505,0.030857142857142843
1980,KA030,17.39,85.88,FLD01980,16803,Mustard,Oilseed,Rabi,Sub-Humid,294.0,49.0,181.0,7.1,0.53,4.0,29,12.6,919,344,157,275,320.0,23.5,23.5,68.0,3.1,0.91,0.6,0.65,0.02,0.55,0.53,0.58,0.62,0.65,0.65,0.48,0.47,0.33,0.36,321,16.0,1.0,Mustard,2193.0,0.0,Rabi,0.5966666666666667,0.04678556282539399,0.025714285714285728
1981,RJ010,15.53,71.88,FLD01981,8308,Mustard,Oilseed,Rabi,Humid,207.0,31.0,186.0,6.1,0.54,3.0,37,7.7,3136,770,334,545,680.0,21.8,21.8,83.0,3.0,0.91,0.6,0.68,0.028,0.53,0.56,0.55,0.62,0.68,0.67,0.44,0.46,0.31,0.31,334,4.0,1.0,Mustard,934.0,0.0,Rabi,0.6016666666666667,0.05871304984602845,0.03228571428571427
1982,MH046,27.59,85.99,FLD01982,15186,Mustard,Oilseed,Rabi,Semi-Arid,318.0,30.0,181.0,6.7,0.84,5.0,33,11.4,626,195,80,174,167.0,25.2,25.2,61.0,3.0,0.91,0.59,0.66,0.03,0.51,0.56,0.55,0.61,0.66,0.66,0.42,0.49,0.37,0.32,311,11.0,1.0,Mustard,1941.0,0.0,Rabi,0.5916666666666667,0.05639641438562877,0.031714285714285695
1983,RJ030,28.86,75.98,FLD01983,16736,Mustard,Oilseed,Rabi,Mountain,263.0,42.0,181.0,6.5,0.88,3.0,32,8.1,1671,526,213,422,450.0,19.0,19.0,79.0,3.5,0.91,0.61,0.69,0.026,0.56,0.54,0.59,0.63,0.67,0.69,0.48,0.46,0.27,0.33,327,7.0,0.0,Mustard,2102.0,0.0,Rabi,0.6133333333333333,0.05497474167490212,0.030857142857142823
1984,MP002,16.67,88.28,FLD01984,10869,Mustard,Oilseed,Rabi,Coastal,235.0,32.0,219.0,7.5,0.9,2.0,24,10.4,1496,518,186,375,442.0,24.7,24.7,82.0,2.6,0.91,0.6,0.67,0.032,0.51,0.57,0.56,0.63,0.65,0.67,0.44,0.49,0.33,0.34,319,2.0,2.0,Mustard,1212.0,0.0,Rabi,0.5983333333333333,0.05610010893235612,0.03171428571428569
1985,GJ001,11.8,80.16,FLD01985,15203,Mustard,Oilseed,Rabi,Sub-Humid,300.0,48.0,189.0,7.6,0.79,1.0,35,8.9,995,352,160,277,308.0,22.7,22.7,71.0,3.2,0.91,0.59,0.64,0.016,0.56,0.52,0.59,0.6,0.63,0.64,0.48,0.44,0.3,0.33,306,7.0,1.0,Mustard,2012.0,0.0,Rabi,0.59,0.04082482904638629,0.02114285714285713
1986,AP038,23.05,89.28,FLD01986,15612,Mustard,Oilseed,Rabi,Semi-Arid,251.0,35.0,232.0,6.4,0.68,1.0,26,13.2,785,307,120,262,283.0,25.7,25.7,61.0,3.5,0.91,0.61,0.68,0.012,0.57,0.55,0.6,0.61,0.68,0.63,0.47,0.46,0.29,0.28,321,12.0,0.0,Mustard,1911.0,0.0,Rabi,0.6066666666666667,0.04189935029992179,0.02000000000000002
1987,AP014,28.76,78.63,FLD01987,18795,Mustard,Oilseed,Rabi,Sub-Humid,238.0,28.0,214.0,6.4,0.86,1.0,38,10.1,901,229,86,209,212.0,23.1,23.1,74.0,3.1,0.91,0.6,0.67,0.02,0.57,0.53,0.55,0.65,0.63,0.67,0.48,0.46,0.26,0.31,315,2.0,1.0,Mustard,2194.0,0.0,Rabi,0.6,0.052599112793531674,0.025714285714285755
1988,RJ019,18.58,79.81,FLD01988,6845,Mustard,Oilseed,Rabi,Semi-Arid,220.0,30.0,183.0,6.5,0.55,0.0,38,17.4,581,211,105,194,189.0,24.3,24.3,55.0,3.2,0.91,0.59,0.68,0.026,0.53,0.53,0.54,0.61,0.68,0.66,0.46,0.45,0.34,0.28,320,9.0,1.0,Mustard,722.0,0.0,Rabi,0.5916666666666667,0.06202598021976132,0.0334285714285714
1989,UP025,14.5,83.43,FLD01989,12739,Mustard,Oilseed,Rabi,Semi-Arid,295.0,37.0,210.0,6.3,0.96,1.0,21,14.9,629,251,94,201,237.0,24.5,24.5,55.0,3.0,0.91,0.6,0.64,0.024,0.52,0.56,0.6,0.62,0.63,0.64,0.46,0.47,0.35,0.26,318,11.0,0.0,Mustard,1505.0,0.0,Rabi,0.5950000000000001,0.04232808366400097,0.023714285714285733
1990,KA010,12.05,75.1,FLD01990,9115,Mustard,Oilseed,Rabi,Sub-Humid,273.0,39.0,187.0,7.5,0.74,5.0,25,12.9,854,251,101,217,226.0,22.6,22.6,75.0,3.1,0.91,0.61,0.67,0.02,0.57,0.55,0.6,0.62,0.66,0.67,0.49,0.48,0.34,0.3,310,14.0,0.0,Mustard,1195.0,0.0,Rabi,0.6116666666666667,0.0437480158280223,0.02428571428571426
1991,MH048,10.24,83.76,FLD01991,17553,Mustard,Oilseed,Rabi,Plateau,237.0,51.0,224.0,6.9,0.72,4.0,35,9.0,1026,347,158,265,304.0,25.0,25.0,74.0,3.5,0.91,0.59,0.69,0.036,0.51,0.53,0.58,0.61,0.63,0.69,0.42,0.44,0.35,0.29,319,3.0,0.0,Mustard,2108.0,0.0,Rabi,0.5916666666666667,0.06066758241067097,0.035142857142857135
1992,UP003,13.31,82.69,FLD01992,17752,Mustard,Oilseed,Rabi,Humid,236.0,44.0,196.0,6.4,0.7,3.0,38,6.6,2654,1007,382,785,871.0,22.2,22.2,77.0,3.1,0.91,0.59,0.67,0.016,0.56,0.52,0.56,0.61,0.67,0.64,0.47,0.44,0.32,0.28,314,15.0,0.0,Mustard,2087.0,0.0,Rabi,0.5933333333333334,0.05153208277913435,0.025714285714285686
1993,UP035,20.06,77.27,FLD01993,10816,Mustard,Oilseed,Rabi,Semi-Arid,308.0,38.0,182.0,7.3,0.91,5.0,38,16.1,531,129,52,105,114.0,25.8,25.8,64.0,2.9,0.91,0.6,0.68,0.032,0.52,0.55,0.59,0.6,0.67,0.68,0.43,0.48,0.35,0.34,324,1.0,0.0,Mustard,1635.0,0.0,Rabi,0.6016666666666667,0.05814254514170804,0.0334285714285714
1994,MP007,27.99,72.09,FLD01994,18680,Mustard,Oilseed,Rabi,Arid,295.0,41.0,187.0,6.5,0.54,2.0,38,19.6,465,156,74,114,136.0,28.2,28.2,58.0,3.2,0.91,0.6,0.69,0.034,0.52,0.54,0.59,0.64,0.63,0.69,0.45,0.45,0.35,0.35,325,11.0,1.0,Mustard,2643.0,0.0,Rabi,0.6016666666666667,0.05871304984602844,0.03342857142857139
1995,UP017,20.77,71.51,FLD01995,5156,Mustard,Oilseed,Rabi,Plateau,313.0,37.0,174.0,6.3,0.62,2.0,37,14.2,708,218,92,174,189.0,23.6,23.6,75.0,3.3,0.91,0.61,0.69,0.024,0.57,0.54,0.55,0.65,0.67,0.69,0.5,0.46,0.33,0.32,315,2.0,1.0,Mustard,650.0,0.0,Rabi,0.6116666666666667,0.06011562932290477,0.03114285714285714
1996,HR010,18.62,77.19,FLD01996,19778,Mustard,Oilseed,Rabi,Sub-Humid,183.0,39.0,208.0,6.8,0.75,4.0,34,12.5,926,253,118,202,237.0,23.3,23.3,75.0,3.2,0.91,0.59,0.67,0.026,0.54,0.52,0.55,0.65,0.63,0.67,0.46,0.43,0.36,0.36,306,10.0,1.0,Mustard,2442.0,0.0,Rabi,0.5933333333333334,0.05849976258261415,0.030857142857142868
1997,MH036,10.23,72.71,FLD01997,5610,Mustard,Oilseed,Rabi,Humid,252.0,29.0,230.0,6.5,0.94,5.0,25,5.7,2180,491,202,383,460.0,21.9,21.9,83.0,3.5,0.91,0.6,0.65,0.022,0.54,0.57,0.6,0.61,0.63,0.65,0.46,0.5,0.36,0.29,320,8.0,1.0,Mustard,729.0,0.0,Rabi,0.6,0.03651483716701107,0.02114285714285713
1998,TN029,13.77,79.62,FLD01998,15313,Mustard,Oilseed,Rabi,Plateau,283.0,43.0,188.0,6.9,0.52,1.0,34,14.2,1238,476,221,414,413.0,24.7,24.7,64.0,3.4,0.91,0.6,0.68,0.028,0.54,0.52,0.55,0.64,0.64,0.68,0.47,0.46,0.35,0.29,307,1.0,0.0,Mustard,1880.0,0.0,Rabi,0.5950000000000001,0.060484157705413516,0.03285714285714284
