crop,temperature,humidity,rainfall,growth_duration,area,water_requirement
Tomato,19.07,57.48,13.91,120,1.0,1.0
Maize,39.85,53.97,13.43,110,1.0,1.0
Chickpea,19.21,50.19,13.68,100,1.0,1.0
Tomato,35.83,50.34,2.48,120,1.0,2.68
Sugarcane,36.99,89.48,4.01,365,1.0,1.7
Rice,43.0,38.66,3.91,150,1.0,5.12
Onion,27.3,25.69,0.86,130,1.0,2.65
Wheat,15.02,37.14,0.68,120,1.0,1.74
Rice,39.03,88.65,3.19,150,1.0,2.75
Rice,29.46,46.08,1.4,150,1.0,3.77
Rice,15.65,72.13,13.33,150,1.0,1.0
Rice,44.28,42.93,7.43,150,1.0,3.43
Banana,33.66,56.87,4.72,365,1.0,2.18
Chickpea,27.16,28.46,4.46,100,1.0,1.0
Rice,39.74,32.74,16.41,150,1.0,1.0
Banana,34.03,67.8,11.59,365,1.0,1.0
Maize,15.83,33.39,7.73,110,1.0,1.0
Rice,35.17,31.55,4.66,150,1.0,3.52
Wheat,44.16,20.35,3.06,120,1.0,4.13
Onion,37.59,44.82,6.21,130,1.0,1.0
Cotton,23.51,33.86,2.05,180,1.0,1.74
Potato,37.17,74.22,5.08,100,1.0,1.0
Rice,24.95,76.7,14.37,150,1.0,1.0
Potato,16.9,45.43,5.99,100,1.0,1.0
Banana,25.88,89.02,2.56,365,1.0,1.46
Rice,17.59,52.85,10.14,150,1.0,1.0
Wheat,22.31,46.48,4.21,120,1.0,1.0
Chickpea,43.89,49.17,1.07,100,1.0,3.0
Maize,36.94,40.69,11.79,110,1.0,1.0
Banana,27.0,37.76,0.89,365,1.0,3.71
Banana,41.0,24.64,13.08,365,1.0,1.0
Banana,40.34,83.62,8.89,365,1.0,1.0
Cotton,23.21,55.99,17.93,180,1.0,1.0
Wheat,35.56,25.85,7.55,120,1.0,1.0
Wheat,42.38,45.99,14.71,120,1.0,1.0
Onion,29.58,55.46,7.38,130,1.0,1.0
Wheat,21.48,26.26,7.64,120,1.0,1.0
Maize,28.05,65.37,2.53,110,1.0,1.49
Tomato,18.64,69.48,5.46,120,1.0,1.0
Wheat,42.8,34.98,1.82,120,1.0,4.1
Onion,39.22,82.47,3.43,130,1.0,1.3
Sugarcane,17.24,71.96,2.62,365,1.0,1.0
Banana,37.3,35.93,7.36,365,1.0,2.14
Wheat,37.47,50.17,5.05,120,1.0,1.36
Sugarcane,19.82,79.82,18.17,365,1.0,1.0
Cotton,44.84,64.95,9.42,180,1.0,1.0
Wheat,24.65,66.93,16.13,120,1.0,1.0
Potato,17.02,47.45,6.29,100,1.0,1.0
Tomato,29.12,86.84,1.03,120,1.0,1.88
Wheat,42.08,65.6,17.78,120,1.0,1.0
Rice,35.37,74.19,1.0,150,1.0,3.9
Sugarcane,25.27,21.9,2.38,365,1.0,2.93
Cotton,38.79,20.13,5.95,180,1.0,1.87
Tomato,35.61,43.81,16.07,120,1.0,1.0
Sugarcane,38.83,43.25,9.88,365,1.0,1.0
Wheat,18.01,63.01,1.9,120,1.0,1.0
Potato,27.2,34.96,18.48,100,1.0,1.0
Onion,20.0,64.62,14.91,130,1.0,1.0
Chickpea,33.48,61.0,16.63,100,1.0,1.0
Onion,40.05,36.78,11.37,130,1.0,1.0
Wheat,17.45,50.62,8.11,120,1.0,1.0
Wheat,23.21,59.43,6.12,120,1.0,1.0
Onion,34.74,71.43,12.81,130,1.0,1.0
Cotton,34.44,86.7,18.54,180,1.0,1.0
Maize,19.51,20.38,7.45,110,1.0,1.0
Rice,35.86,84.99,19.96,150,1.0,1.0
Onion,37.74,86.89,1.0,130,1.0,2.27
Wheat,43.38,67.0,18.13,120,1.0,1.0
Banana,23.77,21.97,2.32,365,1.0,2.95
Onion,15.84,29.06,12.72,130,1.0,1.0
Cotton,34.76,83.25,13.56,180,1.0,1.0
Onion,40.4,81.87,3.23,130,1.0,1.52
Rice,29.71,38.56,3.22,150,1.0,3.11
Potato,22.16,44.87,17.28,100,1.0,1.0
Cotton,16.22,71.83,11.77,180,1.0,1.0
Onion,38.51,54.83,13.67,130,1.0,1.0
Banana,17.02,74.75,12.9,365,1.0,1.0
Maize,31.63,87.7,0.96,110,1.0,2.1
Maize,20.02,70.52,15.88,110,1.0,1.0
Onion,27.66,39.79,9.17,130,1.0,1.0
Sugarcane,27.05,59.37,8.56,365,1.0,1.0
Onion,26.62,20.69,8.56,130,1.0,1.0
Sugarcane,43.45,27.25,10.01,365,1.0,2.0
Cotton,35.09,72.44,15.26,180,1.0,1.0
Tomato,28.49,62.61,12.85,120,1.0,1.0
Cotton,19.08,43.22,15.12,180,1.0,1.0
Onion,24.7,22.87,2.5,130,1.0,1.62
Tomato,16.13,86.62,1.26,120,1.0,1.0
Sugarcane,43.85,48.59,16.98,365,1.0,1.0
Chickpea,42.07,50.06,3.8,100,1.0,1.44
Onion,42.09,49.66,2.07,130,1.0,3.15
Wheat,42.55,61.17,18.4,120,1.0,1.0
Onion,34.21,83.98,1.38,130,1.0,1.86
Banana,38.71,81.84,11.47,365,1.0,1.0
Tomato,28.18,75.97,13.04,120,1.0,1.0
Banana,16.11,33.3,16.67,365,1.0,1.0
Cotton,39.05,28.58,8.45,180,1.0,1.0
Tomato,31.84,61.77,18.19,120,1.0,1.0
Maize,42.26,72.7,7.33,110,1.0,1.0
Wheat,21.03,47.06,5.53,120,1.0,1.0
Banana,39.04,65.64,18.82,365,1.0,1.0
Tomato,29.02,46.86,16.64,120,1.0,1.0
Rice,40.39,73.17,6.14,150,1.0,2.09
Rice,42.87,41.11,9.21,150,1.0,2.34
Tomato,15.8,50.1,1.86,120,1.0,1.15
Potato,15.0,68.42,2.87,100,1.0,1.0
Onion,27.69,20.39,15.02,130,1.0,1.0
Wheat,23.53,49.62,8.02,120,1.0,1.0
Banana,23.65,62.79,4.72,365,1.0,1.0
Maize,16.79,84.65,10.07,110,1.0,1.0
Tomato,26.12,29.2,12.67,120,1.0,1.0
Maize,40.99,50.55,6.2,110,1.0,1.47
Sugarcane,24.89,30.7,14.11,365,1.0,1.0
Chickpea,29.48,85.88,6.57,100,1.0,1.0
Onion,44.79,54.92,18.32,130,1.0,1.0
Maize,28.29,22.14,4.64,110,1.0,1.36
Potato,39.2,47.67,8.63,100,1.0,1.0
Potato,37.83,64.77,5.27,100,1.0,1.0
Banana,27.04,40.59,1.76,365,1.0,3.21
Chickpea,26.52,40.62,13.15,100,1.0,1.0
Rice,29.61,35.99,8.88,150,1.0,1.0
Onion,27.27,37.98,16.87,130,1.0,1.0
Wheat,38.69,61.1,3.99,120,1.0,1.74
Chickpea,37.04,34.37,0.55,100,1.0,2.9
Banana,43.83,57.76,4.69,365,1.0,3.77
Chickpea,21.68,25.75,5.23,100,1.0,1.0
Rice,23.93,83.52,13.87,150,1.0,1.0
Tomato,29.05,46.35,9.21,120,1.0,1.0
Sugarcane,36.85,42.17,14.25,365,1.0,1.0
Banana,27.02,39.34,18.06,365,1.0,1.0
Maize,21.37,50.72,1.89,110,1.0,1.52
Banana,44.83,63.13,14.15,365,1.0,1.0
Tomato,43.35,65.87,6.92,120,1.0,1.0
Sugarcane,40.75,63.87,6.52,365,1.0,1.85
Sugarcane,16.83,77.94,17.33,365,1.0,1.0
Banana,33.45,83.5,12.12,365,1.0,1.0
Maize,39.24,87.51,10.39,110,1.0,1.0
Wheat,25.31,41.4,7.08,120,1.0,1.0
Potato,26.09,57.06,4.3,100,1.0,1.0
Banana,39.28,58.43,6.83,365,1.0,1.91
Sugarcane,41.5,62.49,19.0,365,1.0,1.0
Wheat,36.87,83.17,13.69,120,1.0,1.0
Maize,16.42,37.08,11.83,110,1.0,1.0
Tomato,30.14,70.39,1.74,120,1.0,1.97
Cotton,27.9,59.12,6.18,180,1.0,1.0
Banana,44.97,52.71,5.05,365,1.0,4.01
Tomato,40.69,22.58,12.91,120,1.0,1.0
Wheat,40.25,23.52,2.11,120,1.0,3.92
Onion,24.58,76.48,18.54,130,1.0,1.0
Cotton,25.89,59.94,14.5,180,1.0,1.0
Onion,33.88,78.23,12.37,130,1.0,1.0
Onion,29.95,51.58,10.98,130,1.0,1.0
Rice,40.45,50.33,4.31,150,1.0,3.94
Wheat,32.6,61.47,7.26,120,1.0,1.0
Chickpea,26.99,45.74,19.26,100,1.0,1.0
Wheat,43.16,83.26,8.8,120,1.0,1.0
Tomato,35.77,85.99,2.16,120,1.0,1.9
Tomato,35.56,57.5,15.29,120,1.0,1.0
Onion,43.03,21.07,8.57,130,1.0,1.0
Chickpea,32.15,34.0,13.17,100,1.0,1.0
Sugarcane,43.21,61.21,5.94,365,1.0,2.62
Chickpea,39.78,59.8,0.48,100,1.0,2.68
Rice,32.51,67.1,1.05,150,1.0,3.73
Rice,33.98,54.98,18.2,150,1.0,1.0
Potato,32.22,38.88,12.18,100,1.0,1.0
Maize,28.13,76.21,2.0,110,1.0,1.54
Banana,17.25,37.7,6.38,365,1.0,1.0
Tomato,30.48,69.08,2.45,120,1.0,1.68
Chickpea,41.92,68.2,4.69,100,1.0,1.0
Potato,35.75,86.45,8.42,100,1.0,1.0
Chickpea,28.49,47.86,17.12,100,1.0,1.0
Wheat,39.63,78.79,10.59,120,1.0,1.0
Rice,35.74,85.82,0.49,150,1.0,3.79
Maize,37.8,20.42,14.08,110,1.0,1.0
Onion,29.26,87.46,12.89,130,1.0,1.0
Tomato,43.03,48.41,12.25,120,1.0,1.0
Rice,36.29,37.37,1.87,150,1.0,4.91
Wheat,23.51,71.66,9.89,120,1.0,1.0
Chickpea,39.59,70.17,19.58,100,1.0,1.0
Cotton,26.31,84.16,5.16,180,1.0,1.0
Tomato,35.75,74.45,6.75,120,1.0,1.0
Chickpea,34.55,30.95,4.54,100,1.0,1.0
Onion,37.32,61.82,11.08,130,1.0,1.0
Tomato,15.64,34.28,3.17,120,1.0,1.0
Banana,35.26,84.42,3.94,365,1.0,1.88
Cotton,24.44,23.75,1.36,180,1.0,2.34
Sugarcane,33.38,43.03,7.87,365,1.0,1.0
Chickpea,33.17,87.05,18.52,100,1.0,1.0
Maize,32.62,33.76,3.85,110,1.0,2.02
Chickpea,15.42,57.65,2.9,100,1.0,1.0
Rice,38.64,71.02,7.18,150,1.0,1.39
Maize,32.01,25.02,0.15,110,1.0,4.0
Maize,39.14,23.67,12.26,110,1.0,1.0
Tomato,27.79,52.59,3.79,120,1.0,1.1
Potato,18.14,57.79,8.8,100,1.0,1.0
Wheat,38.08,67.27,0.21,120,1.0,3.4
Maize,18.64,36.19,8.91,110,1.0,1.0
Banana,28.7,67.35,3.93,365,1.0,1.63
Sugarcane,32.9,48.35,19.27,365,1.0,1.0
Cotton,23.03,86.13,16.75,180,1.0,1.0
Tomato,33.42,70.97,4.59,120,1.0,1.0
Potato,15.67,82.47,11.58,100,1.0,1.0
Sugarcane,27.56,64.49,5.86,365,1.0,1.0
Chickpea,27.55,87.6,15.73,100,1.0,1.0
Tomato,41.29,59.91,16.07,120,1.0,1.0
Sugarcane,21.66,54.84,6.04,365,1.0,1.0
Onion,31.63,50.23,7.25,130,1.0,1.0
Rice,27.35,50.36,13.85,150,1.0,1.0
Chickpea,32.61,69.22,4.1,100,1.0,1.0
Wheat,17.4,20.59,15.09,120,1.0,1.0
Chickpea,30.25,32.58,5.31,100,1.0,1.0
Sugarcane,25.73,57.77,18.58,365,1.0,1.0
Wheat,16.44,47.0,15.94,120,1.0,1.0
Cotton,39.4,66.98,15.51,180,1.0,1.0
Rice,35.51,57.27,4.98,150,1.0,2.52
Wheat,18.0,30.33,8.85,120,1.0,1.0
Banana,19.8,76.19,6.94,365,1.0,1.0
Maize,34.09,31.88,15.17,110,1.0,1.0
Potato,21.39,27.07,10.89,100,1.0,1.0
Tomato,42.98,79.38,18.91,120,1.0,1.0
Sugarcane,39.84,43.81,3.66,365,1.0,3.87
Rice,35.89,34.2,2.4,150,1.0,4.69
Cotton,28.46,28.52,1.33,180,1.0,2.69
Wheat,22.14,61.68,7.24,120,1.0,1.0
Potato,44.14,81.08,11.16,100,1.0,1.0
Onion,20.51,67.57,7.46,130,1.0,1.0
Tomato,44.71,65.09,19.61,120,1.0,1.0
Chickpea,36.22,30.27,13.52,100,1.0,1.0
Chickpea,37.48,65.52,2.33,100,1.0,1.45
Wheat,27.21,32.08,18.09,120,1.0,1.0
Onion,19.84,47.74,8.58,130,1.0,1.0
Onion,20.51,78.22,3.31,130,1.0,1.0
Banana,29.01,31.46,19.68,365,1.0,1.0
Cotton,23.49,66.1,0.83,180,1.0,1.82
Onion,40.22,77.87,4.53,130,1.0,1.0
Sugarcane,18.17,28.74,17.5,365,1.0,1.0
Banana,33.05,32.05,10.96,365,1.0,1.0
Maize,27.63,53.07,17.47,110,1.0,1.0
Tomato,30.21,65.52,10.67,120,1.0,1.0
Wheat,29.53,74.91,7.37,120,1.0,1.0
Cotton,34.1,44.37,18.59,180,1.0,1.0
Chickpea,16.28,79.84,1.7,100,1.0,1.0
Chickpea,42.21,35.67,7.0,100,1.0,1.0
Cotton,21.41,32.6,8.3,180,1.0,1.0
Maize,19.93,21.28,5.34,110,1.0,1.0
Banana,33.14,80.32,2.15,365,1.0,2.66
Maize,27.85,26.6,12.44,110,1.0,1.0
Potato,22.61,61.88,9.98,100,1.0,1.0
Maize,36.02,83.23,13.36,110,1.0,1.0
Tomato,15.23,31.64,4.81,120,1.0,1.0
Tomato,26.96,27.38,16.26,120,1.0,1.0
Potato,25.6,24.03,3.62,100,1.0,1.13
Onion,40.56,69.78,9.58,130,1.0,1.0
Maize,27.57,71.79,18.99,110,1.0,1.0
Sugarcane,25.98,62.4,0.83,365,1.0,2.84
Rice,43.54,74.78,13.24,150,1.0,1.0
Onion,35.15,22.09,3.2,130,1.0,2.43
Wheat,38.86,22.42,2.59,120,1.0,3.5
Banana,24.37,81.35,12.62,365,1.0,1.0
Banana,35.39,39.17,14.93,365,1.0,1.0
Potato,43.93,66.56,16.94,100,1.0,1.0
Tomato,30.54,81.38,10.55,120,1.0,1.0
Rice,38.27,70.4,10.77,150,1.0,1.0
Potato,18.18,27.89,7.15,100,1.0,1.0
Cotton,22.14,30.6,4.88,180,1.0,1.0
Onion,42.76,60.1,0.32,130,1.0,3.82
Banana,27.29,22.0,2.8,365,1.0,3.21
Rice,40.1,40.57,7.3,150,1.0,2.78
Banana,30.39,56.09,9.12,365,1.0,1.0
Potato,29.98,55.13,3.17,100,1.0,1.2
Chickpea,35.76,32.06,1.41,100,1.0,2.4
Tomato,30.44,86.34,19.59,120,1.0,1.0
Potato,17.94,67.96,12.62,100,1.0,1.0
Potato,44.61,36.56,7.51,100,1.0,1.14
Rice,23.97,36.8,10.34,150,1.0,1.0
Cotton,24.58,78.06,16.74,180,1.0,1.0
Potato,33.06,51.24,13.99,100,1.0,1.0
Banana,35.77,75.07,8.49,365,1.0,1.0
Rice,33.32,65.18,19.18,150,1.0,1.0
Cotton,33.84,82.63,5.57,180,1.0,1.0
Sugarcane,39.85,44.81,14.56,365,1.0,1.0
Sugarcane,41.4,65.3,17.97,365,1.0,1.0
Rice,33.76,56.67,10.49,150,1.0,1.0
Chickpea,39.39,63.23,8.14,100,1.0,1.0
Rice,42.97,25.14,2.52,150,1.0,6.4
Cotton,30.38,89.21,12.06,180,1.0,1.0
Wheat,36.22,55.73,6.89,120,1.0,1.0
Potato,42.1,34.27,11.48,100,1.0,1.0
Sugarcane,40.21,79.79,5.12,365,1.0,1.88
Maize,35.69,28.53,3.62,110,1.0,2.67
Sugarcane,38.75,67.25,3.34,365,1.0,3.02
Maize,24.11,40.87,6.06,110,1.0,1.0
Maize,26.52,25.33,14.44,110,1.0,1.0
Cotton,30.76,87.36,1.01,180,1.0,1.86
Rice,41.56,30.59,5.73,150,1.0,4.26
Rice,39.71,72.89,19.11,150,1.0,1.0
Chickpea,27.38,80.42,1.07,100,1.0,1.16
Tomato,23.54,57.59,15.3,120,1.0,1.0
Cotton,23.74,41.47,6.18,180,1.0,1.0
Potato,31.2,51.72,5.28,100,1.0,1.0
Banana,26.5,46.55,9.34,365,1.0,1.0
Rice,28.8,85.15,18.14,150,1.0,1.0
Potato,22.3,78.21,6.44,100,1.0,1.0
Onion,36.77,69.92,8.34,130,1.0,1.0
Maize,44.67,62.76,17.53,110,1.0,1.0
Tomato,35.94,36.07,11.07,120,1.0,1.0
Banana,34.53,35.55,10.41,365,1.0,1.0
Potato,24.86,42.89,3.02,100,1.0,1.05
Rice,40.18,60.88,3.74,150,1.0,3.75
Banana,20.52,35.67,16.92,365,1.0,1.0
Cotton,28.02,29.99,6.2,180,1.0,1.0
Cotton,26.69,27.06,13.46,180,1.0,1.0
Maize,35.73,81.52,18.8,110,1.0,1.0
Cotton,30.85,53.73,16.22,180,1.0,1.0
Cotton,25.05,24.7,1.78,180,1.0,2.18
Maize,26.98,83.09,17.58,110,1.0,1.0
Wheat,35.88,89.1,4.8,120,1.0,1.0
Sugarcane,18.92,73.09,15.91,365,1.0,1.0
Potato,38.36,73.64,13.43,100,1.0,1.0
Rice,40.72,87.55,9.76,150,1.0,1.0
Onion,38.97,59.84,16.13,130,1.0,1.0
Rice,21.61,87.6,13.05,150,1.0,1.0
Cotton,31.44,85.02,8.93,180,1.0,1.0
Banana,18.45,28.18,8.47,365,1.0,1.0
Wheat,39.69,58.46,14.36,120,1.0,1.0
Sugarcane,21.14,57.65,13.36,365,1.0,1.0
Maize,30.69,42.83,3.38,110,1.0,1.82
Cotton,37.92,32.8,19.17,180,1.0,1.0
Cotton,16.84,87.75,13.75,180,1.0,1.0
Banana,29.47,33.0,15.95,365,1.0,1.0
Maize,25.87,48.12,7.01,110,1.0,1.0
Rice,25.07,44.08,15.07,150,1.0,1.0
Potato,23.21,80.98,5.03,100,1.0,1.0
Tomato,40.16,44.53,3.37,120,1.0,2.96
Rice,29.5,70.85,6.04,150,1.0,1.0
Onion,38.45,68.84,11.5,130,1.0,1.0
Chickpea,44.23,55.08,13.81,100,1.0,1.0
Rice,43.25,61.26,5.53,150,1.0,3.36
Tomato,34.3,89.29,1.22,120,1.0,2.16
Potato,39.27,70.46,14.08,100,1.0,1.0
Cotton,37.49,73.41,8.07,180,1.0,1.0
Rice,41.17,33.9,18.28,150,1.0,1.0
Maize,23.87,58.27,18.77,110,1.0,1.0
Rice,15.85,65.22,10.8,150,1.0,1.0
Rice,18.53,35.26,16.92,150,1.0,1.0
Wheat,29.27,44.36,2.66,120,1.0,1.79
Tomato,27.9,59.63,15.63,120,1.0,1.0
Maize,16.25,59.02,17.96,110,1.0,1.0
Maize,44.88,41.06,18.54,110,1.0,1.0
Onion,21.18,41.31,5.12,130,1.0,1.0
Tomato,39.77,23.55,12.04,120,1.0,1.0
Onion,29.06,50.9,5.53,130,1.0,1.0
Tomato,31.57,29.64,2.0,120,1.0,2.91
Sugarcane,20.4,57.62,19.04,365,1.0,1.0
Potato,33.2,79.5,14.45,100,1.0,1.0
Rice,26.05,73.21,9.41,150,1.0,1.0
Cotton,35.21,71.49,15.39,180,1.0,1.0
Chickpea,17.36,26.0,11.83,100,1.0,1.0
Potato,25.08,43.31,2.27,100,1.0,1.44
Banana,37.67,40.78,2.95,365,1.0,4.24
Onion,44.88,65.97,18.0,130,1.0,1.0
Chickpea,41.52,56.41,16.45,100,1.0,1.0
Chickpea,33.31,28.44,6.48,100,1.0,1.0
Chickpea,15.65,60.49,5.9,100,1.0,1.0
Tomato,19.98,48.69,14.12,120,1.0,1.0
Wheat,24.73,36.37,1.82,120,1.0,1.93
Cotton,15.19,21.91,16.3,180,1.0,1.0
Potato,15.58,60.99,4.46,100,1.0,1.0
Maize,28.13,27.21,16.94,110,1.0,1.0
Potato,40.86,41.2,2.11,100,1.0,3.21
Chickpea,36.2,24.76,6.87,100,1.0,1.0
Potato,15.49,32.59,6.39,100,1.0,1.0
Rice,40.37,59.33,5.69,150,1.0,2.87
Tomato,22.49,69.58,1.87,120,1.0,1.3
Potato,42.03,48.88,13.24,100,1.0,1.0
Sugarcane,24.29,52.66,3.29,365,1.0,1.66
Maize,27.4,74.64,12.55,110,1.0,1.0
Onion,37.71,57.72,14.32,130,1.0,1.0
Chickpea,44.34,55.3,16.9,100,1.0,1.0
Rice,37.8,75.9,3.5,150,1.0,2.92
Onion,34.52,80.93,10.36,130,1.0,1.0
Tomato,41.48,55.3,19.68,120,1.0,1.0
Banana,18.89,43.87,13.86,365,1.0,1.0
Banana,41.82,75.24,3.74,365,1.0,3.19
Banana,39.29,57.76,9.96,365,1.0,1.0
Maize,32.62,64.58,17.15,110,1.0,1.0
Cotton,41.76,87.79,9.24,180,1.0,1.0
Maize,24.9,66.12,19.5,110,1.0,1.0
Chickpea,28.82,79.81,8.33,100,1.0,1.0
Tomato,19.24,31.71,16.77,120,1.0,1.0
Potato,44.06,59.43,6.65,100,1.0,1.0
Onion,20.26,48.92,13.93,130,1.0,1.0
Rice,19.87,38.55,14.45,150,1.0,1.0
Tomato,32.02,77.34,6.27,120,1.0,1.0
Rice,23.85,82.18,11.86,150,1.0,1.0
Maize,25.51,76.87,10.42,110,1.0,1.0
Cotton,26.22,24.13,0.26,180,1.0,3.07
Sugarcane,22.42,84.28,15.04,365,1.0,1.0
Chickpea,23.1,65.31,19.81,100,1.0,1.0
Potato,29.38,30.64,0.25,100,1.0,3.07
Banana,26.45,70.09,19.62,365,1.0,1.0
Maize,44.06,49.67,19.14,110,1.0,1.0
Tomato,43.05,48.54,3.83,120,1.0,3.0
Tomato,41.83,44.79,5.82,120,1.0,1.95
Tomato,44.0,24.01,12.54,120,1.0,1.0
Tomato,37.05,36.61,2.54,120,1.0,3.18
Potato,31.84,52.65,0.35,100,1.0,2.83
Rice,44.01,62.75,19.83,150,1.0,1.0
Tomato,40.99,32.33,0.02,120,1.0,5.12
Onion,43.59,64.25,11.13,130,1.0,1.0
Banana,34.87,60.95,4.87,365,1.0,2.14
Onion,34.34,66.59,15.56,130,1.0,1.0
Rice,29.24,47.11,3.25,150,1.0,2.78
Maize,31.7,71.86,18.8,110,1.0,1.0
Wheat,21.01,34.49,8.78,120,1.0,1.0
Potato,32.19,85.76,15.71,100,1.0,1.0
Cotton,20.49,69.51,13.89,180,1.0,1.0
Sugarcane,18.03,38.33,1.75,365,1.0,2.09
Cotton,40.17,80.08,11.62,180,1.0,1.0
Potato,21.23,61.08,1.09,100,1.0,1.47
Tomato,34.64,21.3,8.16,120,1.0,1.0
Banana,17.89,60.9,4.11,365,1.0,1.0
Wheat,16.81,25.64,6.88,120,1.0,1.0
Rice,27.66,24.4,5.38,150,1.0,2.12
Potato,18.38,34.92,19.66,100,1.0,1.0
Wheat,41.76,79.18,18.49,120,1.0,1.0
Sugarcane,22.97,68.22,9.86,365,1.0,1.0
Cotton,21.86,32.74,1.23,180,1.0,2.03
Sugarcane,27.1,87.86,1.14,365,1.0,2.18
Rice,36.47,48.48,2.86,150,1.0,4.05
Banana,26.52,48.41,14.1,365,1.0,1.0
Wheat,26.34,61.41,12.92,120,1.0,1.0
Tomato,36.76,58.78,5.85,120,1.0,1.0
Onion,19.26,51.3,19.38,130,1.0,1.0
Sugarcane,23.98,80.51,10.03,365,1.0,1.0
Tomato,42.58,83.27,3.13,120,1.0,2.17
Onion,17.49,84.69,16.35,130,1.0,1.0
Wheat,19.42,56.01,7.86,120,1.0,1.0
Potato,22.81,62.91,6.51,100,1.0,1.0
Rice,24.08,23.61,12.11,150,1.0,1.0
Sugarcane,28.86,22.09,17.78,365,1.0,1.0
Wheat,18.44,56.66,2.85,120,1.0,1.0
Wheat,32.75,83.76,7.22,120,1.0,1.0
Sugarcane,24.61,30.05,15.11,365,1.0,1.0
Rice,27.14,43.34,16.56,150,1.0,1.0
Sugarcane,15.08,85.58,11.83,365,1.0,1.0
Onion,34.99,37.14,15.78,130,1.0,1.0
Cotton,17.63,68.35,4.59,180,1.0,1.0
Chickpea,29.97,73.11,14.82,100,1.0,1.0
Sugarcane,22.53,26.92,10.33,365,1.0,1.0
Onion,43.17,85.94,8.21,130,1.0,1.0
Onion,23.23,61.8,3.18,130,1.0,1.0
Sugarcane,18.27,75.3,9.44,365,1.0,1.0
Tomato,27.38,62.03,18.79,120,1.0,1.0
Wheat,39.83,28.79,3.08,120,1.0,3.22
Cotton,42.17,24.01,6.66,180,1.0,1.91
Sugarcane,24.51,39.18,8.02,365,1.0,1.0
Tomato,33.34,20.21,8.02,120,1.0,1.0
Chickpea,18.13,67.4,15.71,100,1.0,1.0
Potato,15.49,71.04,13.74,100,1.0,1.0
Tomato,25.82,84.61,11.24,120,1.0,1.0
Wheat,16.05,22.02,7.92,120,1.0,1.0
Rice,19.2,47.86,3.96,150,1.0,1.19
Maize,21.29,28.66,4.55,110,1.0,1.0
Wheat,26.46,78.27,2.47,120,1.0,1.0
Rice,44.5,45.12,0.19,150,1.0,7.0
Cotton,29.0,38.39,10.11,180,1.0,1.0
Sugarcane,24.69,64.71,19.53,365,1.0,1.0
Sugarcane,38.27,73.06,5.59,365,1.0,1.63
Sugarcane,16.44,23.28,4.62,365,1.0,1.0
Sugarcane,38.13,54.81,7.75,365,1.0,1.16
Banana,44.6,46.82,1.78,365,1.0,5.84
Cotton,31.57,63.37,5.58,180,1.0,1.0
Potato,19.91,81.36,10.64,100,1.0,1.0
Rice,29.7,84.4,15.5,150,1.0,1.0
Chickpea,39.54,71.11,14.08,100,1.0,1.0
Tomato,18.49,80.21,16.34,120,1.0,1.0
Rice,38.09,53.37,2.34,150,1.0,4.4
Rice,26.32,46.91,10.2,150,1.0,1.0
Onion,37.58,65.48,1.64,130,1.0,2.46
Wheat,38.01,32.94,4.3,120,1.0,2.25
Wheat,29.38,37.12,1.48,120,1.0,2.54
Sugarcane,32.03,63.58,6.91,365,1.0,1.0
Chickpea,21.84,85.3,12.68,100,1.0,1.0
Onion,43.64,43.24,9.25,130,1.0,1.0
Wheat,23.02,71.14,8.29,120,1.0,1.0
Onion,29.52,85.21,10.55,130,1.0,1.0
Cotton,27.73,65.88,15.49,180,1.0,1.0
Wheat,32.98,52.85,14.37,120,1.0,1.0
Cotton,35.32,73.19,10.27,180,1.0,1.0
Cotton,26.47,65.36,18.12,180,1.0,1.0
Rice,26.41,82.41,1.76,150,1.0,2.21
Chickpea,22.32,23.12,1.3,100,1.0,1.48
Maize,16.16,32.74,18.87,110,1.0,1.0
Tomato,21.48,59.67,15.62,120,1.0,1.0
Tomato,40.61,24.87,18.26,120,1.0,1.0
Onion,17.79,77.63,15.24,130,1.0,1.0
Onion,18.21,26.17,8.38,130,1.0,1.0
Tomato,34.72,70.86,15.98,120,1.0,1.0
Cotton,40.08,31.01,13.29,180,1.0,1.0
Maize,42.97,29.74,19.91,110,1.0,1.0
Potato,37.64,45.75,17.27,100,1.0,1.0
Banana,16.62,57.23,1.88,365,1.0,1.69
Sugarcane,37.85,62.59,7.0,365,1.0,1.23
Onion,37.07,89.86,6.82,130,1.0,1.0
Chickpea,24.54,77.64,6.18,100,1.0,1.0
Banana,42.5,88.97,16.56,365,1.0,1.0
Maize,27.54,36.92,17.81,110,1.0,1.0
Rice,34.25,40.61,8.7,150,1.0,1.03
Onion,33.89,53.82,6.09,130,1.0,1.0
Rice,33.44,66.81,8.49,150,1.0,1.0
Rice,28.82,20.11,18.42,150,1.0,1.0
Sugarcane,19.76,57.25,13.22,365,1.0,1.0
Maize,20.45,80.9,1.6,110,1.0,1.11
Cotton,34.79,82.67,16.66,180,1.0,1.0
Cotton,43.75,77.41,8.52,180,1.0,1.0
Potato,26.02,86.06,9.69,100,1.0,1.0
Banana,22.71,76.37,13.69,365,1.0,1.0
Onion,23.33,83.36,19.56,130,1.0,1.0
Wheat,26.64,23.71,11.92,120,1.0,1.0
Maize,27.66,26.28,12.48,110,1.0,1.0
Tomato,43.89,30.42,17.9,120,1.0,1.0
