record_id,district_code,latitude,longitude,field_id,area_m2,crop_name,crop_type,season,agro_climatic_zone,soil_n,soil_p,soil_k,soil_ph,organic_carbon,soil_texture,soil_moisture_pct,groundwater_depth_m,avg_rainfall_mm,rainfall_mm,rainfall_30d_mm,rainfall_60d_mm,rainfall_effective_mm,avg_temp_c,temperature_avg_c,humidity_pct,et0_mm,kc_value,ndvi_mean,ndvi_max,ndvi_trend,ndvi_t1,ndvi_t2,ndvi_t3,ndvi_t4,ndvi_t5,ndvi_t6,evi_t1,evi_t2,ndwi_t1,ndwi_t2,sowing_day_of_year,growth_stage,irrigation_method,recommended_crop,yield_kg,water_required_m3,season_target
492,KA003,17.65,72.09,FLD00492,19963,Bajra,Cereal,Kharif,Arid,210,47,174,6.7,0.85,Clay,36,22.6,488,390,171,292,346,31.3,31.3,51,6.0,0.95,0.61,0.68,0.028,0.54,0.56,0.57,0.65,0.67,0.68,0.45,0.48,0.29,0.26,146,Tuber bulking,Drip,Bajra,2535,0,Kharif
493,UP001,17.56,81.01,FLD00493,7303,Bajra,Cereal,Kharif,Coastal,263,32,189,7.0,0.68,Sandy,38,7.2,2534,2086,928,1552,1909,30.5,30.5,81,5.6,0.95,0.61,0.68,0.026,0.55,0.55,0.56,0.64,0.66,0.68,0.48,0.46,0.3,0.27,163,Tuber bulking,Drip,Bajra,1035,0,Kharif
494,AP049,20.99,80.79,FLD00494,11346,Bajra,Cereal,Kharif,Sub-Humid,213,34,173,6.3,0.54,Clay,24,8.1,1096,1025,372,689,877,27.5,27.5,72,5.9,0.95,0.6,0.66,0.022,0.54,0.56,0.55,0.62,0.66,0.65,0.45,0.49,0.31,0.35,155,Flowering,Drip,Bajra,1449,0,Kharif
495,MH015,29.06,73.17,FLD00495,19394,Bajra,Cereal,Kharif,Sub-Humid,253,29,201,5.9,0.51,Loam,32,12.8,1138,1061,420,714,948,29.7,29.7,73,6.0,0.95,0.59,0.65,0.022,0.53,0.54,0.55,0.61,0.65,0.64,0.46,0.45,0.31,0.27,142,Nut development,Surface,Bajra,2387,0,Kharif
496,TN002,25.95,80.28,FLD00496,5634,Bajra,Cereal,Kharif,Arid,285,45,199,6.0,0.69,Laterite,22,19.9,358,305,116,214,263,34.9,34.9,46,6.6,0.95,0.59,0.66,0.02,0.56,0.52,0.56,0.6,0.63,0.66,0.47,0.43,0.26,0.34,154,Vegetative,Drip,Bajra,802,0,Kharif
497,AP032,26.26,75.75,FLD00497,13694,Bajra,Cereal,Kharif,Arid,256,34,221,6.1,0.84,Sandy,20,20.7,296,242,103,177,217,32.7,32.7,49,6.7,0.95,0.59,0.68,0.024,0.52,0.52,0.55,0.64,0.68,0.64,0.44,0.45,0.36,0.31,159,Tuber bulking,Drip,Bajra,2513,0,Kharif
498,HR005,18.74,72.98,FLD00498,10787,Bajra,Cereal,Kharif,Humid,314,35,187,7.2,0.73,Sandy,21,9.9,2025,1686,531,1337,1441,27.5,27.5,76,5.5,0.95,0.59,0.66,0.022,0.55,0.52,0.56,0.6,0.66,0.66,0.47,0.46,0.26,0.34,142,Bearing,Surface,Bajra,1633,0,Kharif
499,TN043,23.93,81.48,FLD00499,10161,Bajra,Cereal,Kharif,Plateau,196,38,192,5.9,0.79,Sandy Clay,21,13.7,954,838,326,586,765,31.5,31.5,69,6.8,0.95,0.6,0.66,0.028,0.52,0.55,0.58,0.65,0.65,0.66,0.44,0.46,0.31,0.27,156,Fruiting,Drip,Bajra,1353,0,Kharif
500,TN012,19.7,81.42,FLD00500,9067,Bajra,Cereal,Kharif,Arid,262,41,193,6.2,0.83,Sandy Clay,38,21.0,399,344,109,248,298,34.8,34.8,49,5.6,0.95,0.6,0.66,0.02,0.56,0.57,0.55,0.61,0.63,0.66,0.49,0.5,0.26,0.29,166,Tuber development,Drip,Bajra,1285,0,Kharif
501,AP007,10.55,86.06,FLD00501,15285,Bajra,Cereal,Kharif,Plateau,319,30,200,6.5,0.84,Sandy Clay,38,11.6,1166,1080,450,744,996,26.9,26.9,62,5.7,0.95,0.62,0.68,0.026,0.55,0.57,0.6,0.63,0.67,0.68,0.48,0.5,0.35,0.28,154,Mature,Drip,Bajra,2056,0,Kharif
502,PB033,19.03,87.6,FLD00502,10833,Bajra,Cereal,Kharif,Arid,239,46,226,7.7,0.68,Sandy,37,16.7,457,345,131,235,299,31.9,31.9,58,6.6,0.95,0.59,0.66,0.02,0.53,0.52,0.58,0.6,0.66,0.63,0.44,0.45,0.33,0.33,166,Tuber bulking,Drip,Bajra,1541,0,Kharif
503,MP038,21.19,80.09,FLD00503,12591,Bajra,Cereal,Kharif,Humid,302,49,176,6.3,0.78,Sandy Loam,23,6.3,2818,2163,837,1346,1892,26.7,26.7,85,6.3,0.95,0.6,0.65,0.024,0.53,0.57,0.58,0.63,0.64,0.65,0.44,0.5,0.32,0.34,157,Bearing,Surface,Bajra,1921,0,Kharif
504,HR027,13.63,82.8,FLD00504,19496,Bajra,Cereal,Kharif,Humid,252,47,218,6.6,0.62,Loam,33,5.1,2127,1812,584,1248,1569,25.6,25.6,77,6.1,0.95,0.59,0.66,0.016,0.55,0.53,0.58,0.61,0.66,0.63,0.48,0.47,0.34,0.29,152,Nut development,Sprinkler,Bajra,2886,0,Kharif
505,KA017,11.19,69.32,FLD00505,12141,Bajra,Cereal,Kharif,Coastal,281,43,189,7.8,0.86,Clay Loam,38,6.4,845,739,228,487,701,28.6,28.6,82,6.9,0.95,0.61,0.68,0.03,0.53,0.56,0.58,0.65,0.68,0.68,0.46,0.46,0.29,0.33,158,Bulbing,Drip,Bajra,1759,0,Kharif
506,PB007,10.88,75.09,FLD00506,14114,Bajra,Cereal,Kharif,Semi-Arid,282,38,172,7.6,0.67,Loam,29,14.0,634,491,154,325,418,28.1,28.1,59,5.8,0.95,0.6,0.68,0.028,0.53,0.52,0.59,0.63,0.68,0.67,0.46,0.43,0.29,0.32,149,Tuber development,Sprinkler,Bajra,1961,0,Kharif
507,MP030,15.57,86.65,FLD00507,5046,Bajra,Cereal,Kharif,Coastal,217,31,204,6.0,0.63,Sandy Clay,23,10.7,2519,2053,672,1393,1881,29.1,29.1,79,5.9,0.95,0.6,0.66,0.022,0.55,0.55,0.58,0.63,0.64,0.66,0.47,0.47,0.34,0.29,153,Bulbing,Surface,Bajra,680,0,Kharif
508,HR009,26.07,70.99,FLD00508,7033,Bajra,Cereal,Kharif,Sub-Humid,226,29,231,7.8,0.62,Clay Loam,21,9.8,886,748,271,557,696,27.7,27.7,76,6.5,0.95,0.6,0.66,0.024,0.54,0.53,0.6,0.64,0.63,0.66,0.45,0.45,0.3,0.27,164,Tuber bulking,Drip,Bajra,971,0,Kharif
509,PB038,21.45,86.14,FLD00509,9894,Bajra,Cereal,Kharif,Plateau,244,33,176,6.4,0.68,Clay Loam,28,13.5,1220,1064,388,725,991,28.0,28.0,62,6.2,0.95,0.6,0.66,0.02,0.53,0.57,0.57,0.62,0.66,0.63,0.45,0.5,0.34,0.35,145,Grand growth,Drip,Bajra,1372,0,Kharif
510,UP017,31.09,83.5,FLD00510,8973,Bajra,Cereal,Kharif,Mountain,283,40,186,7.5,0.59,Clay Loam,30,12.6,1121,865,341,623,815,19.5,19.5,82,7.0,0.95,0.6,0.68,0.032,0.52,0.53,0.55,0.62,0.68,0.68,0.44,0.46,0.34,0.31,140,Tuber development,Sprinkler,Bajra,1168,0,Kharif
511,GJ012,22.27,77.8,FLD00511,6698,Bajra,Cereal,Kharif,Sub-Humid,251,50,182,6.0,0.94,Laterite,36,12.1,978,837,316,567,720,27.2,27.2,68,6.8,0.95,0.6,0.64,0.012,0.57,0.54,0.57,0.63,0.64,0.63,0.49,0.47,0.29,0.35,157,Mature,Drip,Bajra,1000,0,Kharif
512,AP011,18.92,89.88,FLD00512,11693,Bajra,Cereal,Kharif,Sub-Humid,288,30,188,7.3,0.94,Sandy,26,10.6,967,867,375,579,812,28.3,28.3,74,6.6,0.95,0.61,0.69,0.03,0.54,0.54,0.59,0.61,0.68,0.69,0.45,0.45,0.33,0.33,163,Flowering,Drip,Bajra,1606,0,Kharif
513,MH003,17.24,85.05,FLD00513,9396,Bajra,Cereal,Kharif,Sub-Humid,289,36,209,7.1,0.64,Clay Loam,30,11.7,950,873,271,548,809,27.6,27.6,72,7.0,0.95,0.6,0.68,0.026,0.55,0.55,0.59,0.6,0.65,0.68,0.48,0.46,0.29,0.32,154,Bearing,Surface,Bajra,1242,0,Kharif
514,PB025,10.61,87.35,FLD00514,14094,Bajra,Cereal,Kharif,Semi-Arid,223,30,230,6.5,0.51,Sandy Clay,21,16.4,534,465,166,301,396,28.2,28.2,58,6.0,0.95,0.6,0.68,0.024,0.53,0.55,0.59,0.61,0.68,0.65,0.44,0.46,0.27,0.35,160,Bulbing,Sprinkler,Bajra,2005,0,Kharif
515,MP029,12.08,71.38,FLD00515,19296,Bajra,Cereal,Kharif,Plateau,301,44,206,6.8,0.53,Clay Loam,31,14.9,935,748,327,591,651,27.6,27.6,70,6.2,0.95,0.6,0.67,0.018,0.55,0.54,0.58,0.62,0.67,0.64,0.47,0.46,0.35,0.33,166,Nut development,Sprinkler,Bajra,2640,0,Kharif
516,PB043,9.73,79.23,FLD00516,13230,Bajra,Cereal,Kharif,Coastal,245,45,219,7.4,0.77,Clay Loam,38,9.2,2390,1866,807,1377,1694,28.2,28.2,77,7.1,0.95,0.6,0.64,0.016,0.56,0.52,0.59,0.64,0.64,0.64,0.49,0.45,0.35,0.32,150,Grain filling,Sprinkler,Bajra,2030,0,Kharif
517,PB042,15.36,88.09,FLD00517,18625,Bajra,Cereal,Kharif,Semi-Arid,237,46,227,6.1,0.61,Sandy Clay,23,11.2,557,527,210,368,459,29.6,29.6,64,6.8,0.95,0.6,0.68,0.02,0.54,0.55,0.55,0.63,0.68,0.64,0.45,0.48,0.26,0.28,170,Pod formation,Drip,Bajra,2441,0,Kharif
518,GJ003,20.44,79.23,FLD00518,11216,Bajra,Cereal,Kharif,Plateau,187,44,231,7.2,0.56,Sandy Clay,22,13.7,843,695,291,457,655,31.5,31.5,66,5.9,0.95,0.59,0.65,0.02,0.55,0.52,0.57,0.6,0.65,0.65,0.48,0.45,0.32,0.29,157,Bulbing,Sprinkler,Bajra,1514,0,Kharif
519,MH001,12.43,82.03,FLD00519,6600,Bajra,Cereal,Kharif,Coastal,230,51,172,6.7,0.86,Sandy Loam,20,8.2,2470,1990,695,1489,1871,29.1,29.1,70,6.9,0.95,0.59,0.63,0.018,0.54,0.57,0.58,0.62,0.63,0.63,0.46,0.5,0.29,0.26,150,Flowering,Drip,Bajra,972,0,Kharif
520,PB021,29.74,70.03,FLD00520,12323,Bajra,Cereal,Kharif,Semi-Arid,205,40,204,7.3,0.73,Sandy Clay,20,12.9,787,709,258,503,642,29.2,29.2,66,5.7,0.95,0.6,0.66,0.028,0.52,0.55,0.59,0.63,0.66,0.66,0.44,0.47,0.28,0.31,157,Rhizome development,Sprinkler,Bajra,1717,0,Kharif
521,UP038,25.63,71.45,FLD00521,5501,Bajra,Cereal,Kharif,Humid,289,33,216,6.7,0.54,Clay Loam,32,5.1,2417,1927,584,1189,1801,26.7,26.7,82,6.7,0.95,0.6,0.68,0.022,0.55,0.57,0.55,0.6,0.68,0.66,0.45,0.5,0.35,0.29,151,Mature,Drip,Bajra,861,0,Kharif
522,GJ030,29.61,81.71,FLD00522,10150,Bajra,Cereal,Kharif,Mountain,304,42,207,7.2,0.82,Sandy Loam,35,9.4,1657,1502,472,1103,1368,24.3,24.3,62,6.4,0.95,0.6,0.68,0.016,0.57,0.54,0.55,0.61,0.68,0.65,0.49,0.46,0.33,0.35,148,Rhizome development,Sprinkler,Bajra,1496,0,Kharif
523,PB023,15.33,72.64,FLD00523,18489,Bajra,Cereal,Kharif,Sub-Humid,255,39,232,7.5,0.52,Clay Loam,36,8.6,1145,891,380,600,762,29.5,29.5,68,6.7,0.95,0.59,0.64,0.024,0.52,0.56,0.56,0.61,0.63,0.64,0.45,0.47,0.35,0.35,140,Rhizome development,Surface,Bajra,2433,0,Kharif
524,AP001,16.55,86.25,FLD00524,19507,Bajra,Cereal,Kharif,Coastal,194,30,232,6.8,0.95,Laterite,36,7.1,2210,1773,652,1095,1670,31.0,31.0,78,5.6,0.95,0.6,0.67,0.032,0.51,0.52,0.59,0.65,0.66,0.67,0.42,0.43,0.31,0.27,170,Nut development,Drip,Bajra,2909,0,Kharif
525,UP012,26.09,91.33,FLD00525,6411,Bajra,Cereal,Kharif,Mountain,289,30,175,7.3,0.61,Laterite,34,7.4,3232,2512,770,1739,2136,24.1,24.1,60,6.5,0.95,0.6,0.68,0.03,0.53,0.56,0.6,0.6,0.65,0.68,0.45,0.47,0.29,0.34,161,Bearing,Drip,Bajra,900,0,Kharif
526,TN027,14.56,80.36,FLD00526,14389,Bajra,Cereal,Kharif,Coastal,268,32,202,6.4,0.73,Sandy,33,11.0,980,923,386,648,859,28.4,28.4,74,6.3,0.95,0.59,0.64,0.024,0.52,0.56,0.59,0.6,0.64,0.64,0.45,0.48,0.31,0.32,165,Fruiting,Drip,Bajra,2019,0,Kharif
527,UP029,14.27,87.63,FLD00527,17954,Bajra,Cereal,Kharif,Sub-Humid,245,44,200,6.5,0.94,Clay Loam,36,8.3,989,935,341,700,878,28.3,28.3,72,6.5,0.95,0.6,0.69,0.034,0.52,0.53,0.55,0.65,0.65,0.69,0.45,0.47,0.3,0.36,147,Mature,Surface,Bajra,2316,0,Kharif
528,MH026,11.06,86.33,FLD00528,9533,Bajra,Cereal,Kharif,Sub-Humid,272,42,212,6.5,0.67,Clay Loam,25,9.0,943,844,254,512,720,29.8,29.8,69,7.0,0.95,0.6,0.65,0.016,0.55,0.56,0.58,0.65,0.63,0.63,0.45,0.49,0.35,0.26,150,Grand growth,Surface,Bajra,1241,0,Kharif
529,MP004,26.11,84.08,FLD00529,12293,Bajra,Cereal,Kharif,Sub-Humid,225,33,173,6.6,0.8,Sandy Loam,30,12.1,987,878,274,557,784,27.0,27.0,70,5.6,0.95,0.61,0.68,0.024,0.56,0.57,0.56,0.66,0.62,0.68,0.48,0.49,0.26,0.28,144,Boll formation,Sprinkler,Bajra,1563,0,Kharif
530,HR017,28.61,88.13,FLD00530,10685,Bajra,Cereal,Kharif,Plateau,292,48,213,5.9,0.64,Laterite,35,8.7,1103,982,418,680,892,29.3,29.3,73,7.0,0.95,0.61,0.69,0.028,0.55,0.57,0.58,0.65,0.63,0.69,0.46,0.49,0.28,0.28,162,Nut development,Surface,Bajra,1443,0,Kharif
531,UP009,27.95,72.37,FLD00531,9545,Bajra,Cereal,Kharif,Plateau,188,34,224,5.9,0.79,Laterite,29,8.5,1205,976,382,603,889,27.3,27.3,71,6.6,0.95,0.6,0.66,0.018,0.57,0.54,0.59,0.61,0.65,0.66,0.47,0.45,0.26,0.27,168,Pod formation,Sprinkler,Bajra,1302,0,Kharif
532,MP036,8.18,68.88,FLD00532,14358,Bajra,Cereal,Kharif,Coastal,195,30,239,6.6,0.71,Loam,21,10.7,2633,2101,781,1372,1924,30.0,30.0,73,6.7,0.95,0.6,0.65,0.024,0.53,0.56,0.6,0.65,0.63,0.65,0.45,0.48,0.35,0.29,170,Grand growth,Drip,Bajra,1949,0,Kharif
533,TN025,16.96,70.22,FLD00533,13081,Bajra,Cereal,Kharif,Plateau,260,36,186,7.6,0.59,Sandy,34,11.8,838,726,286,531,633,29.4,29.4,74,6.8,0.95,0.6,0.68,0.024,0.56,0.52,0.59,0.6,0.63,0.68,0.47,0.45,0.29,0.27,147,Boll formation,Surface,Bajra,1790,0,Kharif
534,GJ006,20.21,74.86,FLD00534,7481,Bajra,Cereal,Kharif,Humid,278,40,226,6.2,0.57,Sandy,29,9.5,1885,1774,777,1226,1587,28.0,28.0,83,7.1,0.95,0.59,0.63,0.022,0.52,0.55,0.58,0.62,0.63,0.63,0.46,0.46,0.34,0.35,157,Pod formation,Drip,Bajra,1168,0,Kharif
535,GJ017,19.15,77.07,FLD00535,8056,Bajra,Cereal,Kharif,Semi-Arid,298,42,173,7.2,0.56,Clay Loam,23,10.7,676,620,206,465,533,28.0,28.0,57,5.8,0.95,0.6,0.66,0.03,0.51,0.57,0.57,0.61,0.66,0.66,0.42,0.48,0.28,0.26,162,Pod formation,Drip,Bajra,1116,0,Kharif
536,GJ047,20.71,76.65,FLD00536,14021,Bajra,Cereal,Kharif,Semi-Arid,260,46,229,7.2,0.73,Clay,23,13.1,764,579,178,462,538,29.4,29.4,67,5.9,0.95,0.6,0.68,0.03,0.51,0.57,0.58,0.61,0.68,0.66,0.42,0.48,0.3,0.34,157,Tuber bulking,Drip,Bajra,2063,0,Kharif
537,KA001,9.93,82.95,FLD00537,12811,Bajra,Cereal,Kharif,Coastal,193,33,240,6.2,0.64,Sandy Loam,27,6.8,2736,2137,721,1400,1844,29.5,29.5,81,6.0,0.95,0.61,0.67,0.022,0.56,0.52,0.6,0.66,0.66,0.67,0.48,0.45,0.33,0.34,146,Mature,Drip,Bajra,1724,0,Kharif
538,KA015,29.57,75.54,FLD00538,16704,Bajra,Cereal,Kharif,Semi-Arid,213,32,226,6.8,0.91,Sandy Loam,23,11.9,599,454,189,284,397,28.4,28.4,61,6.1,0.95,0.6,0.69,0.036,0.51,0.57,0.55,0.64,0.66,0.69,0.43,0.48,0.31,0.31,141,Tuber bulking,Sprinkler,Bajra,2281,0,Kharif
539,KA039,25.36,83.68,FLD00539,15678,Bajra,Cereal,Kharif,Semi-Arid,202,41,179,6.7,0.68,Sandy Clay,21,16.9,581,503,223,323,476,31.8,31.8,68,5.5,0.95,0.59,0.67,0.026,0.51,0.54,0.55,0.63,0.67,0.64,0.42,0.46,0.32,0.3,147,Tillering,Sprinkler,Bajra,2189,0,Kharif
540,RJ049,29.18,94.39,FLD00540,11443,Bajra,Cereal,Kharif,Mountain,190,40,199,7.2,0.95,Sandy,38,11.1,2512,2065,638,1479,1762,23.8,23.8,80,6.8,0.95,0.6,0.67,0.026,0.53,0.53,0.56,0.64,0.67,0.66,0.45,0.44,0.32,0.28,149,Tuber development,Drip,Bajra,1448,0,Kharif
541,GJ006,17.71,78.68,FLD00541,18664,Bajra,Cereal,Kharif,Semi-Arid,255,32,202,6.2,0.7,Sandy Loam,30,17.5,784,697,236,439,629,30.7,30.7,55,6.9,0.95,0.6,0.66,0.016,0.57,0.55,0.58,0.6,0.66,0.65,0.49,0.47,0.34,0.33,160,Bearing,Sprinkler,Bajra,2572,0,Kharif
542,UP016,17.61,74.41,FLD00542,14170,Bajra,Cereal,Kharif,Plateau,214,51,206,7.7,0.97,Sandy Loam,31,12.7,1023,876,292,571,765,27.2,27.2,73,6.8,0.95,0.6,0.69,0.028,0.55,0.54,0.58,0.63,0.63,0.69,0.46,0.47,0.34,0.3,165,Fruiting,Surface,Bajra,2010,0,Kharif
543,HR046,19.99,85.92,FLD00543,11576,Bajra,Cereal,Kharif,Sub-Humid,248,51,212,7.7,0.67,Sandy Loam,33,9.9,1091,1034,352,700,923,29.2,29.2,69,6.8,0.95,0.59,0.67,0.022,0.52,0.53,0.56,0.6,0.67,0.63,0.44,0.46,0.33,0.36,152,Tillering,Surface,Bajra,1522,0,Kharif
544,UP024,13.71,77.98,FLD00544,7336,Bajra,Cereal,Kharif,Sub-Humid,277,40,208,7.5,0.59,Laterite,27,8.1,991,770,273,572,726,30.0,30.0,69,5.9,0.95,0.6,0.68,0.034,0.51,0.56,0.56,0.63,0.64,0.68,0.42,0.47,0.28,0.33,152,Grand growth,Sprinkler,Bajra,982,0,Kharif
545,RJ015,25.56,86.33,FLD00545,8604,Bajra,Cereal,Kharif,Mountain,206,49,172,5.9,0.81,Clay,23,11.0,3074,2810,1230,1765,2414,17.2,17.2,74,6.1,0.95,0.6,0.67,0.022,0.53,0.53,0.59,0.64,0.67,0.64,0.46,0.45,0.31,0.29,157,Tillering,Surface,Bajra,1196,0,Kharif
546,KA042,19.96,72.25,FLD00546,8178,Bajra,Cereal,Kharif,Plateau,186,50,237,6.6,0.66,Clay,24,9.6,1105,931,297,638,791,30.1,30.1,69,6.2,0.95,0.61,0.68,0.022,0.57,0.55,0.55,0.64,0.67,0.68,0.5,0.48,0.26,0.35,146,Tillering,Sprinkler,Bajra,1143,0,Kharif
547,KA031,17.22,69.41,FLD00547,5414,Bajra,Cereal,Kharif,Coastal,225,51,186,5.9,0.59,Clay Loam,26,6.7,854,743,248,531,661,30.4,30.4,82,6.8,0.95,0.59,0.65,0.022,0.54,0.53,0.54,0.61,0.65,0.65,0.47,0.45,0.3,0.36,146,Fruiting,Drip,Bajra,791,0,Kharif
548,TN023,21.51,82.62,FLD00548,12940,Bajra,Cereal,Kharif,Semi-Arid,212,51,217,7.7,0.67,Laterite,26,17.3,575,450,178,339,409,29.8,29.8,63,6.7,0.95,0.6,0.68,0.034,0.51,0.54,0.57,0.64,0.68,0.68,0.44,0.45,0.29,0.3,146,Pod formation,Sprinkler,Bajra,1786,0,Kharif
549,PB030,19.39,71.83,FLD00549,5802,Bajra,Cereal,Kharif,Arid,191,44,193,6.6,0.74,Sandy,36,23.1,462,425,151,263,388,32.9,32.9,50,5.8,0.95,0.62,0.69,0.026,0.56,0.55,0.58,0.66,0.67,0.69,0.48,0.48,0.32,0.35,143,Bulbing,Drip,Bajra,813,0,Kharif
550,RJ049,25.59,79.57,FLD00550,10313,Bajra,Cereal,Kharif,Sub-Humid,247,32,188,6.2,0.97,Sandy Loam,24,8.7,932,870,327,632,788,29.3,29.3,73,6.0,0.95,0.61,0.69,0.028,0.55,0.56,0.58,0.65,0.64,0.69,0.46,0.47,0.34,0.32,144,Grain filling,Sprinkler,Bajra,1335,0,Kharif
551,RJ016,10.99,77.79,FLD00551,18649,Bajra,Cereal,Kharif,Plateau,197,48,184,6.9,0.63,Clay,35,9.9,891,669,267,432,606,29.4,29.4,72,6.0,0.95,0.59,0.65,0.024,0.51,0.56,0.56,0.62,0.65,0.63,0.44,0.48,0.29,0.34,143,Grain filling,Sprinkler,Bajra,2565,0,Kharif
552,RJ003,11.27,84.61,FLD00552,17955,Bajra,Cereal,Kharif,Humid,272,38,202,6.9,0.88,Clay,22,6.8,2076,1962,667,1207,1720,28.1,28.1,81,6.6,0.95,0.6,0.66,0.022,0.55,0.54,0.6,0.63,0.65,0.66,0.48,0.44,0.34,0.34,150,Fruiting,Drip,Bajra,2511,0,Kharif
553,HR042,29.53,83.33,FLD00553,6165,Bajra,Cereal,Kharif,Humid,307,31,187,7.3,0.54,Loam,22,9.7,2370,1892,770,1478,1694,27.5,27.5,85,6.3,0.95,0.6,0.66,0.024,0.54,0.55,0.56,0.61,0.65,0.66,0.45,0.47,0.34,0.27,158,Flowering,Surface,Bajra,868,0,Kharif
554,HR034,25.28,94.18,FLD00554,16394,Bajra,Cereal,Kharif,Mountain,316,47,230,7.1,0.7,Sandy Loam,26,14.5,3241,3014,1219,1994,2661,17.2,17.2,72,5.7,0.95,0.59,0.64,0.026,0.51,0.55,0.59,0.63,0.64,0.64,0.42,0.46,0.33,0.29,164,Tuber bulking,Drip,Bajra,2480,0,Kharif
555,HR041,26.15,75.45,FLD00555,9633,Bajra,Cereal,Kharif,Humid,296,37,231,5.8,0.52,Sandy Loam,33,9.8,2150,1782,617,1306,1620,26.7,26.7,82,6.2,0.95,0.6,0.67,0.022,0.56,0.52,0.59,0.62,0.65,0.67,0.46,0.45,0.26,0.31,158,Grand growth,Sprinkler,Bajra,1399,0,Kharif
556,MP018,19.41,70.75,FLD00556,17109,Bajra,Cereal,Kharif,Semi-Arid,289,47,193,7.7,0.71,Sandy,38,15.2,570,492,175,326,418,28.2,28.2,66,6.1,0.95,0.59,0.65,0.024,0.53,0.53,0.55,0.62,0.64,0.65,0.47,0.46,0.33,0.36,154,Nut development,Sprinkler,Bajra,2524,0,Kharif
557,UP019,30.7,81.71,FLD00557,11446,Bajra,Cereal,Kharif,Mountain,285,49,225,6.3,0.97,Laterite,28,14.0,2096,1884,652,1227,1675,16.7,16.7,63,7.0,0.95,0.6,0.66,0.02,0.56,0.53,0.58,0.65,0.64,0.66,0.47,0.46,0.34,0.29,159,Bulbing,Surface,Bajra,1735,0,Kharif
558,TN004,31.57,86.23,FLD00558,7393,Bajra,Cereal,Kharif,Mountain,264,44,223,6.1,0.85,Clay,26,14.9,3083,2708,1170,1940,2563,25.3,25.3,63,5.7,0.95,0.59,0.65,0.026,0.52,0.56,0.55,0.63,0.63,0.65,0.45,0.48,0.29,0.32,145,Flush,Sprinkler,Bajra,1016,0,Kharif
559,KA003,26.01,72.64,FLD00559,17742,Bajra,Cereal,Kharif,Humid,242,28,175,6.4,0.77,Laterite,29,6.9,1331,1037,406,739,892,28.3,28.3,80,5.7,0.95,0.6,0.67,0.03,0.52,0.57,0.56,0.62,0.65,0.67,0.44,0.48,0.3,0.32,163,Reproductive,Sprinkler,Bajra,2616,0,Kharif
560,HR040,21.16,87.92,FLD00560,6292,Bajra,Cereal,Kharif,Coastal,235,30,203,7.2,0.77,Sandy Loam,28,10.2,1612,1334,417,859,1173,29.6,29.6,73,6.1,0.95,0.6,0.64,0.024,0.52,0.54,0.6,0.64,0.63,0.64,0.44,0.45,0.29,0.28,168,Pod formation,Drip,Bajra,817,0,Kharif
561,PB048,23.27,84.28,FLD00561,11810,Bajra,Cereal,Kharif,Semi-Arid,281,45,173,5.9,0.88,Clay,30,15.7,572,494,168,370,424,31.8,31.8,65,5.8,0.95,0.59,0.64,0.02,0.54,0.53,0.57,0.61,0.63,0.64,0.45,0.44,0.31,0.34,165,Bearing,Drip,Bajra,1729,0,Kharif
562,MP026,13.24,81.18,FLD00562,9592,Bajra,Cereal,Kharif,Semi-Arid,266,33,227,7.3,0.85,Laterite,25,11.6,568,485,156,367,440,28.0,28.0,61,5.5,0.95,0.59,0.66,0.028,0.52,0.57,0.56,0.61,0.64,0.66,0.43,0.49,0.34,0.29,150,Reproductive,Drip,Bajra,1287,0,Kharif
563,RJ040,25.11,92.12,FLD00563,7326,Bajra,Cereal,Kharif,Mountain,268,52,210,6.3,0.86,Sandy Loam,28,12.1,1762,1341,591,851,1249,18.3,18.3,68,6.5,0.95,0.59,0.65,0.024,0.52,0.53,0.59,0.65,0.63,0.64,0.44,0.44,0.37,0.32,164,Pod formation,Surface,Bajra,1090,0,Kharif
564,KA043,25.16,84.08,FLD00564,7671,Bajra,Cereal,Kharif,Mountain,213,37,176,7.6,0.53,Laterite,33,14.3,1960,1728,660,1288,1578,25.6,25.6,80,6.9,0.95,0.6,0.68,0.03,0.53,0.53,0.55,0.64,0.66,0.68,0.46,0.44,0.3,0.32,155,Bearing,Surface,Bajra,1076,0,Kharif
565,KA022,13.08,83.55,FLD00565,15304,Bajra,Cereal,Kharif,Humid,309,30,193,6.1,0.79,Laterite,38,8.9,1902,1573,650,1032,1486,26.0,26.0,77,6.3,0.95,0.6,0.67,0.022,0.53,0.53,0.58,0.65,0.67,0.64,0.44,0.47,0.28,0.31,163,Bearing,Surface,Bajra,2040,0,Kharif
566,HR004,16.93,83.77,FLD00566,11814,Bajra,Cereal,Kharif,Plateau,198,42,176,7.5,0.73,Clay,21,13.6,880,765,269,548,696,29.7,29.7,64,5.9,0.95,0.59,0.65,0.02,0.54,0.53,0.55,0.63,0.65,0.64,0.45,0.45,0.28,0.3,151,Reproductive,Sprinkler,Bajra,1465,0,Kharif
567,AP038,17.51,77.54,FLD00567,10251,Bajra,Cereal,Kharif,Arid,277,34,194,7.3,0.5,Sandy Clay,26,17.0,324,262,96,204,236,30.1,30.1,52,6.3,0.95,0.59,0.67,0.032,0.51,0.54,0.59,0.6,0.65,0.67,0.44,0.46,0.28,0.34,156,Boll formation,Drip,Bajra,1527,0,Kharif
