N,P,K,temperature,humidity,ph,rainfall,soil_type,state,season,label
101.78,59.17,111.18,28.36,80.15,5.8,1031.13,Alluvial,Andhra Pradesh,Perennial,Mango
164.88,58.64,134.63,18.84,65.01,5.08,1832.42,Laterite,Karnataka,Perennial,Coffee
61.74,44.78,189.03,30.36,82.21,5.21,2016.39,Coastal Sandy,Tamil Nadu,Perennial,Coconut
94.23,45.97,103.04,28.02,42.48,6.3,806.08,Sandy Loam,Karnataka,Perennial,Grapes
18.65,28.9,13.97,16.59,41.38,6.43,366.05,Loamy,Uttar Pradesh,Rabi,Lentil
49.45,37.73,52.16,29.3,65.07,5.32,451.51,Sandy Loam,Rajasthan,Summer,Muskmelon
61.35,47.65,178.56,31.7,77.19,5.52,2262.58,Loamy,Karnataka,Perennial,Coconut
23.15,63.57,24.13,17.78,31.56,6.65,368.65,Loamy,Madhya Pradesh,Rabi,Chickpea
112.98,55.82,113.1,23.26,70.43,5.89,1066.31,Sandy Loam,Madhya Pradesh,Perennial,Orange
91.9,47.79,38.93,24.98,66.76,6.3,1447.01,Alluvial,West Bengal,Kharif,Rice
67.98,66.78,127.8,28.0,46.72,6.44,1057.72,Alluvial,Maharashtra,Perennial,Mango
11.99,53.59,19.75,18.22,43.31,6.29,340.96,Alluvial,Bihar,Rabi,Lentil
134.22,51.48,314.11,22.17,72.94,6.03,1827.69,Clayey,Gujarat,Perennial,Banana
159.9,34.42,124.66,18.44,67.92,6.07,1944.62,Forest Soil,Karnataka,Perennial,Coffee
25.39,50.9,17.11,19.45,32.04,6.91,383.43,Loamy,West Bengal,Rabi,Lentil
191.34,50.94,152.24,21.65,68.05,5.44,2301.74,Forest Soil,Tamil Nadu,Perennial,Coffee
13.95,22.15,20.1,31.64,39.67,7.73,274.01,Arid,Rajasthan,Kharif,Mothbeans
159.79,53.91,322.31,29.97,85.92,5.92,1929.77,Clayey,Andhra Pradesh,Perennial,Banana
71.64,28.25,21.9,33.87,83.16,5.98,1365.89,Alluvial,Bihar,Kharif,Jute
138.78,67.45,47.55,25.39,63.22,6.83,529.28,Loamy,Rajasthan,Kharif,Maize
17.19,38.92,10.61,35.93,20.0,7.47,225.16,Sandy Loam,Gujarat,Kharif,Mothbeans
18.53,34.1,19.57,33.45,81.0,6.89,484.61,Loamy,Maharashtra,Summer,Mungbean
152.83,166.71,387.1,29.3,65.99,6.22,1790.92,Loamy,Karnataka,Perennial,Papaya
16.81,39.07,14.9,22.23,40.04,6.59,500.47,Sandy Loam,Uttar Pradesh,Rabi,Lentil
88.28,53.31,87.77,20.33,90.53,5.94,1128.96,Loamy,Uttarakhand,Perennial,Apple
150.39,52.39,115.17,32.58,50.81,6.61,915.77,Alluvial,Karnataka,Perennial,Mango
70.57,59.12,47.85,25.85,51.62,6.59,429.23,Sandy Loam,Punjab,Summer,Muskmelon
44.03,32.02,61.51,23.26,64.74,6.58,825.47,Alluvial,Himachal Pradesh,Perennial,Apple
13.06,65.46,30.33,27.75,64.2,6.39,459.63,Black Soil,Maharashtra,Kharif,Pigeonpeas
176.13,70.06,143.22,25.87,78.31,4.51,1302.34,Laterite,Kerala,Perennial,Coffee
36.57,36.28,30.31,37.03,50.77,7.11,617.5,Loamy,Maharashtra,Kharif,Pigeonpeas
131.64,30.93,172.47,23.84,55.61,5.57,1653.72,Forest Soil,Kerala,Perennial,Coffee
101.15,73.11,51.98,25.45,73.64,6.68,391.37,Loamy,Bihar,Kharif,Maize
95.42,87.85,148.28,22.68,51.46,6.34,632.1,Red Soil,Karnataka,Perennial,Grapes
28.26,55.77,34.07,24.58,42.69,5.91,535.89,Loamy,Himachal Pradesh,Kharif,Kidneybeans
236.19,167.0,497.8,28.51,74.32,6.06,1242.27,Alluvial,Maharashtra,Perennial,Papaya
171.01,65.0,344.19,33.12,94.59,6.62,1641.7,Loamy,Tamil Nadu,Perennial,Banana
147.08,45.27,76.17,21.96,73.86,5.15,1513.97,Laterite,Tamil Nadu,Perennial,Coffee
15.88,63.74,35.93,17.11,33.83,5.63,562.73,Alluvial,Jammu Kashmir,Kharif,Kidneybeans
73.13,23.22,54.56,24.66,43.23,6.83,371.37,Black Soil,Maharashtra,Perennial,Pomegranate
99.7,31.44,132.97,25.45,61.42,5.77,987.49,Loamy,Andhra Pradesh,Perennial,Mango
49.0,50.81,65.75,34.11,55.5,6.12,675.73,Sandy Loam,Maharashtra,Perennial,Orange
75.85,39.82,59.39,20.12,69.37,5.94,1088.13,Loamy,Jammu Kashmir,Perennial,Apple
21.97,21.52,16.15,34.35,85.46,6.29,211.73,Loamy,Andhra Pradesh,Kharif,Mungbean
80.7,31.82,28.9,28.95,30.19,6.98,286.45,Black Soil,Karnataka,Perennial,Pomegranate
101.33,34.99,118.28,23.86,46.51,6.04,1319.49,Alluvial,Rajasthan,Perennial,Orange
82.82,54.97,52.92,28.78,88.09,5.39,1391.37,Loamy,Andhra Pradesh,Kharif,Rice
79.09,40.56,52.9,24.95,70.9,6.57,142.18,Loamy,Punjab,Summer,Muskmelon
134.59,81.45,35.79,19.94,71.46,7.87,498.59,Alluvial,Bihar,Rabi,Maize
14.09,26.25,21.06,25.95,41.22,7.02,184.42,Sandy Loam,Karnataka,Rabi,Chickpea
11.47,48.01,24.48,21.87,57.68,6.64,314.42,Loamy,Madhya Pradesh,Rabi,Lentil
181.81,53.74,301.97,34.79,67.57,6.28,2364.5,Loamy,Maharashtra,Perennial,Banana
25.15,61.58,26.26,31.76,88.37,5.87,709.95,Loamy,Madhya Pradesh,Kharif,Blackgram
130.03,57.15,108.96,21.48,66.64,5.05,447.34,Alluvial,Punjab,Perennial,Orange
13.55,72.93,33.42,20.31,48.94,5.68,373.98,Loamy,Uttarakhand,Kharif,Kidneybeans
106.84,94.63,118.62,29.11,44.88,6.95,436.55,Sandy Loam,Karnataka,Perennial,Grapes
94.14,36.14,100.0,24.67,60.68,6.49,803.37,Loamy,Jammu Kashmir,Perennial,Apple
75.13,52.52,230.95,25.24,72.5,6.28,2715.79,Loamy,Andhra Pradesh,Perennial,Coconut
18.02,38.11,24.91,18.28,60.88,5.79,571.39,Sandy Loam,Uttarakhand,Kharif,Kidneybeans
132.32,43.0,77.39,18.82,77.6,5.46,2569.68,Laterite,Tamil Nadu,Perennial,Coffee
197.15,51.04,150.43,28.51,65.17,5.07,1563.77,Laterite,Tamil Nadu,Perennial,Coffee
104.26,39.19,100.32,26.7,54.65,6.04,868.13,Mountain Soil,Jammu Kashmir,Perennial,Apple
71.79,31.54,41.47,32.07,100.0,6.71,1701.36,Alluvial,Odisha,Kharif,Jute
20.67,61.04,23.91,19.34,77.03,7.14,739.35,Loamy,Tamil Nadu,Kharif,Blackgram
27.65,59.63,29.75,12.96,37.38,7.1,358.2,Loamy,Karnataka,Rabi,Chickpea
53.25,50.26,61.66,33.28,62.05,5.46,296.3,Black Soil,Telangana,Kharif,Cotton
41.28,40.86,51.68,37.67,44.07,7.15,237.76,Loamy,Andhra Pradesh,Summer,Watermelon
21.56,26.92,25.5,38.0,59.85,6.54,178.2,Sandy Loam,Rajasthan,Kharif,Mothbeans
111.1,39.56,196.99,28.93,85.91,5.77,2902.5,Coastal Sandy,Andhra Pradesh,Perennial,Coconut
89.78,36.99,110.16,18.57,72.0,6.56,1011.59,Mountain Soil,Himachal Pradesh,Perennial,Apple
14.56,34.68,19.56,23.5,65.4,7.01,452.41,Alluvial,Karnataka,Summer,Mungbean
24.11,44.76,19.38,26.53,58.61,6.72,414.76,Alluvial,Tamil Nadu,Kharif,Blackgram
98.49,40.4,181.44,25.4,84.04,5.81,1838.17,Coastal Sandy,Andhra Pradesh,Perennial,Coconut
87.66,39.42,160.32,23.56,70.67,6.0,1858.83,Coastal Sandy,Andhra Pradesh,Perennial,Coconut
23.64,26.84,29.57,20.74,59.78,6.18,156.87,Loamy,Maharashtra,Kharif,Mungbean
96.08,44.21,191.65,30.15,80.07,5.47,1631.71,Laterite,Kerala,Perennial,Coconut
22.46,29.43,20.71,33.68,50.51,7.51,491.4,Loamy,Andhra Pradesh,Kharif,Mungbean
74.1,53.38,125.62,30.24,62.62,6.21,1304.91,Loamy,Karnataka,Perennial,Mango
21.35,53.1,11.65,25.33,54.36,7.0,323.33,Sandy Loam,Karnataka,Rabi,Chickpea
53.71,39.01,35.87,31.03,85.14,5.91,1860.11,Alluvial,Odisha,Kharif,Jute
84.27,64.7,260.52,31.29,85.35,6.07,1632.94,Coastal Sandy,Tamil Nadu,Perennial,Coconut
36.45,26.11,30.95,28.78,70.11,6.37,1672.21,Alluvial,West Bengal,Kharif,Jute
19.18,36.73,25.43,38.74,74.86,6.43,378.24,Loamy,Andhra Pradesh,Summer,Mungbean
66.48,31.99,61.67,30.1,52.06,7.24,361.18,Red Soil,Andhra Pradesh,Perennial,Pomegranate
22.68,52.9,16.26,25.08,78.77,6.07,592.59,Black Soil,Uttar Pradesh,Kharif,Blackgram
128.93,52.75,408.53,28.67,89.79,6.69,1822.59,Clayey,Maharashtra,Perennial,Banana
100.63,53.2,85.98,24.89,70.88,6.15,1126.6,Sandy Loam,Maharashtra,Perennial,Orange
22.7,54.21,21.94,19.37,66.59,6.72,410.62,Black Soil,Karnataka,Rabi,Chickpea
122.91,41.44,84.95,22.0,70.51,6.0,991.48,Loamy,Himachal Pradesh,Perennial,Apple
13.01,58.81,16.13,22.17,45.6,7.26,522.53,Arid,Maharashtra,Kharif,Mothbeans
145.9,71.59,36.01,24.45,66.45,6.51,800.15,Loamy,Uttar Pradesh,Perennial,Mango
58.93,36.77,60.22,22.7,49.34,7.11,739.92,Black Soil,Gujarat,Perennial,Pomegranate
28.96,60.5,25.03,20.29,34.79,7.32,482.64,Black Soil,Maharashtra,Rabi,Chickpea
89.37,64.09,120.06,18.74,65.51,5.11,1803.11,Alluvial,Madhya Pradesh,Perennial,Orange
138.01,33.65,76.59,29.95,70.96,6.29,928.41,Alluvial,Maharashtra,Perennial,Mango
96.26,46.5,30.15,23.96,78.13,6.54,966.42,Clayey,Andhra Pradesh,Kharif,Rice
117.52,30.76,25.67,20.73,83.7,5.79,777.96,Clayey,Andhra Pradesh,Kharif,Rice
81.93,41.2,117.83,28.0,90.75,5.86,1531.92,Coastal Sandy,Kerala,Perennial,Coconut
153.39,67.38,57.65,28.15,50.09,5.3,429.56,Loamy,Karnataka,Kharif,Maize
139.14,43.74,166.68,22.06,75.95,5.58,1152.35,Laterite,Kerala,Perennial,Coffee
95.93,33.61,70.74,16.83,68.43,6.25,826.43,Alluvial,Jammu Kashmir,Perennial,Apple
162.76,50.77,253.3,24.22,76.58,6.46,2014.02,Loamy,Kerala,Perennial,Coconut
12.53,29.94,25.88,24.38,31.32,6.67,433.96,Loamy,Karnataka,Rabi,Chickpea
24.6,44.11,23.27,19.44,60.61,5.7,264.7,Sandy Loam,West Bengal,Rabi,Lentil
19.5,57.32,40.45,19.73,53.06,7.08,479.77,Loamy,Uttarakhand,Kharif,Kidneybeans
19.5,26.63,21.87,32.53,46.9,6.7,415.44,Loamy,Karnataka,Kharif,Mungbean
7.78,46.51,16.87,29.67,64.29,6.24,398.4,Loamy,Andhra Pradesh,Summer,Mungbean
112.73,41.26,72.38,35.28,57.0,6.83,395.03,Alluvial,Andhra Pradesh,Summer,Watermelon
19.78,59.32,37.84,15.02,57.3,7.26,672.18,Loamy,Himachal Pradesh,Kharif,Kidneybeans
78.81,50.47,83.14,20.58,56.05,6.72,625.57,Red Soil,Maharashtra,Perennial,Grapes
179.11,68.3,247.41,28.53,81.8,5.84,2325.76,Clayey,Tamil Nadu,Perennial,Banana
82.44,81.88,40.93,31.44,67.78,5.83,587.4,Loamy,Bihar,Kharif,Maize
18.7,25.64,28.89,33.44,49.74,6.72,359.61,Loamy,Karnataka,Kharif,Pigeonpeas
107.17,51.37,52.63,28.62,48.57,5.86,1127.17,Laterite,Uttar Pradesh,Perennial,Mango
87.41,80.03,165.03,23.49,54.59,6.87,618.18,Sandy Loam,Tamil Nadu,Perennial,Grapes
83.06,21.64,44.35,28.67,49.96,6.62,645.32,Black Soil,Maharashtra,Perennial,Pomegranate
60.42,24.77,70.21,27.54,50.04,6.9,547.13,Sandy Loam,Maharashtra,Summer,Muskmelon
72.24,45.03,36.53,25.05,80.33,7.69,965.76,Alluvial,Andhra Pradesh,Kharif,Rice
160.52,60.86,147.81,20.3,88.56,5.43,1100.12,Laterite,Karnataka,Perennial,Coffee
30.25,38.88,24.76,29.33,61.31,6.87,768.49,Black Soil,Madhya Pradesh,Kharif,Pigeonpeas
89.88,47.74,43.18,32.34,50.65,5.92,601.83,Black Soil,Gujarat,Kharif,Cotton
21.32,41.15,18.65,20.26,56.25,6.55,547.57,Loamy,Madhya Pradesh,Kharif,Blackgram
185.14,137.15,451.17,27.69,100.0,6.0,1688.94,Alluvial,Karnataka,Perennial,Papaya
68.36,39.69,55.1,33.32,64.13,6.15,660.6,Alluvial,Karnataka,Summer,Watermelon
25.53,59.95,8.78,38.76,55.65,6.67,303.46,Black Soil,Maharashtra,Kharif,Blackgram
89.76,64.7,105.11,27.83,56.82,5.79,789.48,Red Soil,Tamil Nadu,Perennial,Grapes
118.51,39.7,127.96,35.71,60.83,6.34,1387.22,Alluvial,Karnataka,Perennial,Mango
94.44,46.81,210.97,27.93,90.8,6.06,2715.37,Coastal Sandy,Karnataka,Perennial,Coconut
18.31,59.28,15.9,35.29,49.34,7.0,458.86,Alluvial,Maharashtra,Kharif,Blackgram
28.4,49.26,18.34,26.32,81.94,5.75,461.15,Black Soil,Madhya Pradesh,Kharif,Blackgram
59.78,57.8,169.72,26.18,86.87,6.31,1635.41,Coastal Sandy,Andhra Pradesh,Perennial,Coconut
259.59,60.49,364.17,28.03,77.23,6.46,1227.33,Alluvial,Tamil Nadu,Perennial,Banana
74.12,39.19,40.61,30.33,59.08,5.78,253.34,Sandy Loam,Andhra Pradesh,Summer,Watermelon
24.47,39.76,16.46,25.13,60.48,6.12,390.98,Red Soil,Maharashtra,Kharif,Pigeonpeas
11.72,29.73,22.8,30.87,34.5,7.89,360.51,Sandy Loam,Rajasthan,Kharif,Mothbeans
77.21,47.06,89.26,31.46,61.14,6.38,566.11,Laterite,Maharashtra,Perennial,Mango
68.73,35.88,75.92,26.87,60.16,6.18,393.19,Loamy,Maharashtra,Summer,Watermelon
13.76,36.01,17.0,33.25,44.41,7.06,384.23,Arid,Rajasthan,Kharif,Mothbeans
61.25,46.96,90.41,26.31,67.49,5.72,899.88,Loamy,Maharashtra,Perennial,Mango
14.16,45.45,20.88,20.5,54.34,6.94,408.02,Black Soil,Karnataka,Rabi,Chickpea
130.61,43.72,254.17,32.22,93.62,6.8,1932.78,Clayey,Gujarat,Perennial,Banana
21.02,29.25,13.61,27.15,54.36,8.08,328.19,Sandy,Rajasthan,Kharif,Mothbeans
107.95,48.94,54.83,19.99,48.6,5.56,1086.78,Sandy Loam,Punjab,Perennial,Orange
11.45,60.06,30.59,30.03,61.45,6.44,548.58,Alluvial,Andhra Pradesh,Kharif,Mungbean
107.0,44.59,54.22,28.85,66.04,6.55,624.74,Alluvial,Karnataka,Kharif,Maize
17.2,38.02,19.87,39.94,35.68,6.96,355.01,Arid,Gujarat,Kharif,Mothbeans
12.68,67.99,24.74,30.13,76.65,6.85,572.22,Loamy,Uttar Pradesh,Kharif,Blackgram
80.2,29.94,44.83,23.08,38.75,7.12,334.01,Sandy Loam,Rajasthan,Summer,Muskmelon
118.54,57.25,133.17,27.33,39.02,6.64,569.55,Sandy Loam,Andhra Pradesh,Perennial,Grapes
17.84,50.51,17.3,16.78,70.0,6.82,436.95,Loamy,Uttar Pradesh,Rabi,Lentil
84.08,32.72,48.61,31.51,57.65,6.74,479.92,Sandy Loam,Maharashtra,Summer,Muskmelon
101.21,44.96,51.17,37.05,51.83,6.91,487.04,Sandy Loam,Maharashtra,Summer,Watermelon
103.12,38.19,26.87,24.66,56.54,6.54,632.14,Sandy Loam,Tamil Nadu,Summer,Watermelon
67.42,30.04,47.17,29.78,40.54,6.95,412.79,Loamy,Rajasthan,Summer,Muskmelon
22.26,30.84,21.04,35.3,50.48,6.77,384.3,Sandy Loam,Maharashtra,Kharif,Mothbeans
20.83,61.93,26.34,17.55,47.97,5.86,489.07,Sandy Loam,Himachal Pradesh,Kharif,Kidneybeans
108.51,44.3,242.51,26.67,82.55,6.58,2001.4,Loamy,Kerala,Perennial,Coconut
23.46,47.17,16.75,26.35,51.81,6.04,752.69,Black Soil,Madhya Pradesh,Kharif,Pigeonpeas
63.21,30.36,41.57,31.17,81.02,7.17,1176.81,Alluvial,West Bengal,Kharif,Rice
28.53,83.47,19.49,20.12,59.21,5.9,535.52,Sandy Loam,Jammu Kashmir,Kharif,Kidneybeans
21.21,44.1,27.83,24.84,70.41,6.26,525.01,Loamy,Andhra Pradesh,Kharif,Mungbean
184.79,51.3,107.3,24.95,65.04,5.3,2230.29,Loamy,Kerala,Perennial,Coffee
9.78,48.64,21.69,26.0,29.17,7.4,451.06,Arid,Gujarat,Kharif,Mothbeans
43.45,57.78,27.17,31.34,46.25,5.91,537.82,Black Soil,Madhya Pradesh,Kharif,Pigeonpeas
143.07,61.59,114.56,24.94,85.8,5.83,1876.75,Loamy,Karnataka,Perennial,Coffee
11.98,49.02,17.75,23.63,23.76,6.5,612.96,Black Soil,Madhya Pradesh,Rabi,Chickpea
91.44,54.89,69.08,25.57,70.75,6.23,1308.87,Sandy Loam,Rajasthan,Perennial,Orange
13.19,51.79,18.39,20.24,54.86,6.51,353.56,Alluvial,Jammu Kashmir,Kharif,Kidneybeans
39.91,32.65,27.5,24.34,78.75,7.02,1481.44,Clayey,Bihar,Kharif,Jute
78.26,69.43,116.05,28.55,45.48,6.02,881.48,Alluvial,Maharashtra,Perennial,Mango
143.25,42.19,172.43,21.91,72.16,6.02,1785.05,Laterite,Karnataka,Perennial,Coffee
79.59,35.08,42.36,30.18,73.08,6.69,803.22,Black Soil,Maharashtra,Kharif,Cotton
12.44,53.89,10.64,29.7,30.91,7.97,290.63,Sandy,Maharashtra,Kharif,Mothbeans
51.97,24.38,50.6,30.61,32.58,7.08,447.22,Sandy Loam,Maharashtra,Perennial,Pomegranate
87.69,31.77,57.11,32.86,63.33,6.12,212.71,Alluvial,Punjab,Summer,Muskmelon
165.46,69.56,345.88,21.61,81.45,6.29,2486.51,Clayey,Andhra Pradesh,Perennial,Banana
25.05,80.28,26.58,26.28,79.36,5.73,670.17,Red Soil,Karnataka,Kharif,Pigeonpeas
19.06,66.62,27.77,27.54,68.27,5.98,492.6,Black Soil,Uttar Pradesh,Kharif,Blackgram
20.81,24.81,24.64,35.07,55.51,5.84,309.44,Loamy,Rajasthan,Kharif,Mungbean
20.69,66.61,39.05,25.64,63.1,6.94,784.68,Loamy,Tamil Nadu,Kharif,Blackgram
125.08,61.08,156.38,23.04,88.31,6.0,1716.97,Loamy,Kerala,Perennial,Coffee
16.07,53.12,19.25,23.0,50.9,6.23,306.07,Loamy,Bihar,Rabi,Lentil
98.8,64.27,54.38,24.62,70.49,6.74,612.6,Sandy Loam,Madhya Pradesh,Rabi,Maize
268.38,59.8,281.15,29.12,90.23,6.4,1301.8,Alluvial,Andhra Pradesh,Perennial,Banana
125.12,59.13,124.25,22.54,68.71,5.63,1856.18,Laterite,Tamil Nadu,Perennial,Coffee
81.16,43.52,113.98,25.34,82.88,6.59,893.5,Loamy,Maharashtra,Perennial,Orange
248.13,60.79,263.55,25.36,75.18,6.4,1397.2,Clayey,Tamil Nadu,Perennial,Banana
25.63,56.25,10.1,26.24,66.68,7.45,683.98,Black Soil,Maharashtra,Kharif,Blackgram
17.23,67.43,16.22,15.97,37.08,6.86,404.91,Loamy,Maharashtra,Rabi,Chickpea
110.58,82.79,30.13,24.31,60.15,6.23,645.78,Loamy,Bihar,Kharif,Maize
58.48,52.05,55.52,28.69,64.36,6.81,297.9,Alluvial,Tamil Nadu,Summer,Watermelon
89.02,47.76,76.47,32.35,60.67,6.46,999.43,Alluvial,Uttar Pradesh,Perennial,Mango
118.76,47.21,125.93,34.03,58.93,5.64,772.8,Alluvial,Uttar Pradesh,Perennial,Mango
126.05,46.71,60.77,33.38,92.78,5.9,330.27,Alluvial,Tamil Nadu,Summer,Watermelon
15.69,64.77,26.79,31.85,59.73,6.52,785.77,Black Soil,Maharashtra,Kharif,Pigeonpeas
16.45,51.48,14.96,23.17,39.67,6.79,239.64,Sandy Loam,Karnataka,Rabi,Chickpea
49.09,32.74,43.75,26.69,78.94,5.98,2203.75,Alluvial,Assam,Kharif,Jute
92.61,48.56,47.36,20.22,75.62,5.73,884.58,Alluvial,Jammu Kashmir,Perennial,Apple
16.02,45.41,22.82,35.78,40.92,7.21,425.03,Sandy Loam,Maharashtra,Kharif,Mothbeans
76.11,62.85,98.17,33.46,39.36,6.05,988.06,Laterite,Maharashtra,Perennial,Mango
176.29,46.84,71.71,21.27,74.54,4.86,1799.99,Laterite,Tamil Nadu,Perennial,Coffee
72.46,70.17,144.7,27.01,33.97,5.69,390.22,Red Soil,Karnataka,Perennial,Grapes
207.78,51.23,304.97,30.01,74.07,6.12,1822.19,Loamy,Tamil Nadu,Perennial,Banana
168.87,64.57,314.71,31.12,72.22,7.04,2014.1,Loamy,Andhra Pradesh,Perennial,Banana
16.93,73.76,21.53,21.0,43.22,7.34,596.81,Black Soil,Maharashtra,Rabi,Chickpea
84.3,64.64,227.44,28.22,89.44,5.97,1195.57,Coastal Sandy,Andhra Pradesh,Perennial,Coconut
166.45,69.58,361.38,29.13,84.82,6.69,1193.11,Clayey,Maharashtra,Perennial,Banana
78.61,41.01,58.8,27.67,74.83,7.36,682.58,Alluvial,Tamil Nadu,Summer,Watermelon
32.83,45.49,9.5,29.28,46.83,6.1,240.05,Black Soil,Madhya Pradesh,Kharif,Pigeonpeas
25.8,52.79,31.13,26.91,69.97,7.11,987.24,Black Soil,Karnataka,Kharif,Pigeonpeas
24.18,52.72,17.89,21.13,65.36,5.72,529.55,Alluvial,Andhra Pradesh,Summer,Mungbean
27.78,56.75,11.76,16.85,47.49,7.12,341.41,Loamy,Karnataka,Rabi,Chickpea
53.56,38.34,32.46,30.25,43.35,5.84,624.16,Black Soil,Karnataka,Perennial,Pomegranate
27.64,59.61,23.25,25.8,51.36,6.69,397.58,Black Soil,Karnataka,Rabi,Chickpea
15.33,43.18,32.53,15.35,54.86,6.39,717.29,Alluvial,Jammu Kashmir,Kharif,Kidneybeans
51.16,39.31,9.64,34.95,92.16,6.79,1065.95,Alluvial,West Bengal,Kharif,Jute
208.08,237.42,334.88,32.31,84.0,6.44,1701.23,Sandy Loam,Gujarat,Perennial,Papaya
18.58,68.32,19.36,21.78,44.82,6.28,392.94,Loamy,Bihar,Rabi,Lentil
115.45,51.32,119.02,27.75,51.7,5.7,1206.6,Loamy,Maharashtra,Perennial,Orange
120.19,45.53,49.76,18.06,42.21,6.83,747.73,Black Soil,Telangana,Kharif,Cotton
73.86,44.09,41.02,24.82,62.41,6.24,409.59,Sandy Loam,Maharashtra,Summer,Muskmelon
112.34,63.28,129.11,30.04,30.78,6.73,567.03,Sandy Loam,Karnataka,Perennial,Grapes
57.16,33.15,49.9,29.79,55.22,5.97,458.09,Sandy Loam,Maharashtra,Summer,Muskmelon
72.98,52.23,37.59,29.64,40.0,6.91,628.22,Loamy,Uttar Pradesh,Summer,Muskmelon
128.38,88.37,37.67,23.17,73.81,5.49,613.38,Loamy,Karnataka,Kharif,Maize
115.15,58.92,140.92,35.39,47.34,6.55,581.81,Red Soil,Maharashtra,Perennial,Grapes
19.76,48.03,22.65,29.7,56.02,7.13,238.5,Black Soil,Gujarat,Kharif,Pigeonpeas
20.38,57.79,32.05,16.96,57.27,6.46,654.18,Sandy Loam,Himachal Pradesh,Kharif,Kidneybeans
108.91,45.93,160.1,23.58,47.94,6.53,562.36,Sandy Loam,Andhra Pradesh,Perennial,Grapes
87.87,31.71,63.89,30.22,71.52,7.33,797.46,Black Soil,Telangana,Kharif,Cotton
23.6,52.69,22.99,27.92,61.07,6.39,484.25,Loamy,Karnataka,Kharif,Pigeonpeas
104.62,41.48,38.47,29.51,41.22,6.57,859.18,Alluvial,Andhra Pradesh,Kharif,Cotton
14.87,46.43,19.43,28.79,58.82,6.26,441.54,Alluvial,Maharashtra,Kharif,Blackgram
75.96,33.75,51.1,35.12,66.33,5.59,584.29,Loamy,Andhra Pradesh,Summer,Watermelon
58.99,47.62,28.64,34.36,78.68,6.37,1093.45,Alluvial,Bihar,Kharif,Jute
121.01,57.43,128.08,26.07,78.99,5.45,1625.72,Laterite,Kerala,Perennial,Coffee
96.2,76.96,76.88,28.28,64.56,5.91,764.07,Sandy Loam,Karnataka,Perennial,Grapes
97.77,38.03,94.4,19.43,82.67,6.34,1224.03,Loamy,Uttarakhand,Perennial,Apple
71.35,38.23,94.63,18.37,80.1,6.03,1395.43,Mountain Soil,Uttarakhand,Perennial,Apple
20.89,60.08,26.6,20.03,53.99,6.82,790.35,Loamy,Uttarakhand,Kharif,Kidneybeans
21.67,52.99,16.47,26.79,71.54,7.3,421.97,Alluvial,Uttar Pradesh,Kharif,Blackgram
91.08,29.56,72.96,27.8,59.42,6.73,677.59,Sandy Loam,Tamil Nadu,Summer,Watermelon
17.38,27.46,24.48,16.83,41.76,6.73,424.76,Loamy,Uttar Pradesh,Rabi,Lentil
86.22,22.39,114.41,26.52,41.85,6.28,607.64,Loamy,Andhra Pradesh,Perennial,Mango
113.15,50.19,34.08,22.32,65.93,7.33,704.12,Loamy,Karnataka,Rabi,Maize
86.25,40.69,58.22,18.57,73.33,5.56,668.99,Mountain Soil,Jammu Kashmir,Perennial,Apple
30.2,42.1,97.43,29.76,70.2,6.67,523.03,Sandy Loam,Tamil Nadu,Summer,Watermelon
89.14,63.66,276.51,28.13,80.72,6.14,2384.86,Coastal Sandy,Andhra Pradesh,Perennial,Coconut
72.76,33.3,37.23,28.54,62.56,5.65,439.27,Sandy Loam,Uttar Pradesh,Summer,Muskmelon
234.18,257.83,504.19,30.59,88.39,6.11,1401.2,Sandy Loam,Andhra Pradesh,Perennial,Papaya
21.47,39.13,23.9,21.88,54.99,7.02,404.32,Sandy Loam,Madhya Pradesh,Rabi,Lentil
147.69,74.02,47.83,23.22,68.06,6.92,686.48,Loamy,Bihar,Rabi,Maize
30.55,49.52,37.91,16.93,58.9,5.62,579.97,Alluvial,Jammu Kashmir,Kharif,Kidneybeans
30.2,65.08,27.54,24.22,63.56,5.82,945.29,Black Soil,Madhya Pradesh,Kharif,Pigeonpeas
163.46,56.55,115.58,25.72,60.65,6.51,472.14,Sandy Loam,Tamil Nadu,Perennial,Grapes
22.47,31.57,16.86,18.93,67.38,6.6,380.73,Loamy,Bihar,Rabi,Lentil
23.84,34.6,15.05,29.82,75.94,7.09,729.41,Black Soil,Maharashtra,Kharif,Blackgram
22.25,70.04,18.67,20.21,47.45,6.48,263.27,Loamy,Rajasthan,Rabi,Chickpea
22.19,51.34,17.89,28.71,75.62,7.11,582.32,Loamy,Karnataka,Summer,Mungbean
216.2,176.95,375.81,31.09,83.0,6.67,2091.52,Loamy,Gujarat,Perennial,Papaya
83.35,50.47,93.95,30.35,57.27,5.94,1349.64,Alluvial,Andhra Pradesh,Perennial,Mango
21.52,60.12,35.04,17.1,52.58,6.5,356.87,Alluvial,Jammu Kashmir,Kharif,Kidneybeans
168.65,280.95,479.26,29.24,55.8,6.45,1577.14,Alluvial,Maharashtra,Perennial,Papaya
140.67,13.33,119.75,22.07,51.24,6.7,1220.7,Loamy,Maharashtra,Perennial,Orange
29.21,51.34,14.07,18.68,77.7,5.92,449.47,Loamy,Jammu Kashmir,Kharif,Kidneybeans
104.04,51.17,115.46,25.41,74.81,6.25,894.42,Loamy,Maharashtra,Perennial,Orange
