record_id,district_code,latitude,longitude,field_id,area_m2,crop_name,crop_type,season,agro_climatic_zone,soil_n,soil_p,soil_k,soil_ph,organic_carbon,soil_texture,soil_moisture_pct,groundwater_depth_m,avg_rainfall_mm,rainfall_mm,rainfall_30d_mm,rainfall_60d_mm,rainfall_effective_mm,avg_temp_c,temperature_avg_c,humidity_pct,et0_mm,kc_value,ndvi_mean,ndvi_max,ndvi_trend,ndvi_t1,ndvi_t2,ndvi_t3,ndvi_t4,ndvi_t5,ndvi_t6,evi_t1,evi_t2,ndwi_t1,ndwi_t2,sowing_day_of_year,growth_stage,irrigation_method,recommended_crop,yield_kg,water_required_m3,season_target,sowing_day_of_year_num
5279,TN040,29.04,92.24,FLD05279,15128,Pomegranate,Fruit,Year-round,Mountain,314,30,228,7.4,0.58,Loam,29,12.7,2768,2525,818,1703,2255,25.4,25.4,63,5.0,1.05,0.68,0.72,0.018,0.63,0.65,0.66,0.71,0.71,0.72,0.54,0.55,0.33,0.26,145,Bulbing,Drip,Pomegranate,14624,0,Kharif,145
5280,TN041,20.71,75.33,FLD05280,6536,Pomegranate,Fruit,Year-round,Sub-Humid,293,50,227,5.9,0.56,Clay Loam,23,12.6,1082,934,412,702,866,30.0,30.0,70,4.6,1.05,0.68,0.74,0.01,0.64,0.65,0.64,0.72,0.74,0.69,0.55,0.56,0.25,0.24,162,Flush,Sprinkler,Pomegranate,6813,0,Kharif,162
5281,GJ048,18.67,71.07,FLD05281,19272,Pomegranate,Fruit,Year-round,Coastal,210,28,197,6.1,0.53,Sandy Loam,33,9.3,2520,1993,859,1531,1824,30.9,30.9,74,4.6,1.05,0.68,0.74,0.014,0.64,0.67,0.64,0.67,0.74,0.71,0.55,0.57,0.23,0.24,164,Boll formation,Drip,Pomegranate,19324,0,Kharif,164
5282,PB003,24.97,88.82,FLD05282,11775,Pomegranate,Fruit,Year-round,Sub-Humid,204,40,210,6.5,0.84,Clay Loam,29,8.4,854,758,251,491,678,27.7,27.7,71,5.1,1.05,0.66,0.7,0.018,0.61,0.64,0.63,0.7,0.7,0.7,0.51,0.55,0.29,0.24,144,Mature,Sprinkler,Pomegranate,12099,0,Kharif,144
5284,UP025,28.61,94.52,FLD05284,9849,Pomegranate,Fruit,Year-round,Mountain,261,30,237,6.6,0.57,Clay Loam,32,14.9,2670,2152,800,1350,1966,17.7,17.7,79,4.6,1.05,0.68,0.74,0.022,0.63,0.64,0.67,0.7,0.69,0.74,0.53,0.53,0.28,0.29,150,Pod formation,Sprinkler,Pomegranate,9645,0,Kharif,150
5286,AP022,14.76,82.74,FLD05286,13704,Pomegranate,Fruit,Year-round,Arid,251,37,209,6.0,0.94,Loam,34,23.9,313,244,104,180,211,31.0,31.0,57,4.6,1.05,0.68,0.72,0.02,0.62,0.66,0.68,0.71,0.69,0.72,0.53,0.55,0.28,0.29,158,Bearing,Drip,Pomegranate,16954,0,Kharif,158
5288,RJ009,15.66,85.43,FLD05288,5370,Pomegranate,Fruit,Year-round,Semi-Arid,303,40,211,7.7,0.97,Sandy Loam,22,15.0,728,633,190,387,545,28.1,28.1,67,5.5,1.05,0.69,0.74,0.02,0.64,0.63,0.64,0.73,0.74,0.74,0.54,0.53,0.23,0.23,149,Bearing,Drip,Pomegranate,5956,0,Kharif,149
5289,UP012,12.17,78.99,FLD05289,9341,Pomegranate,Fruit,Year-round,Sub-Humid,273,52,190,7.2,0.53,Clay Loam,27,12.1,900,700,233,447,613,28.9,28.9,69,5.6,1.05,0.69,0.75,0.022,0.64,0.64,0.69,0.71,0.73,0.75,0.55,0.54,0.29,0.23,166,Pod formation,Sprinkler,Pomegranate,10112,0,Kharif,166
5292,MH036,25.67,86.04,FLD05292,14594,Pomegranate,Fruit,Year-round,Humid,185,44,171,7.3,0.64,Sandy Loam,26,6.7,2821,2400,750,1529,2114,25.4,25.4,75,4.9,1.05,0.68,0.74,0.02,0.64,0.63,0.66,0.68,0.73,0.74,0.56,0.55,0.23,0.24,170,Bearing,Drip,Pomegranate,15199,0,Kharif,170
5294,RJ011,28.17,89.38,FLD05294,6327,Pomegranate,Fruit,Year-round,Semi-Arid,318,34,228,6.6,0.69,Sandy,30,16.4,593,552,209,386,474,28.5,28.5,57,5.4,1.05,0.68,0.74,0.02,0.64,0.66,0.65,0.67,0.74,0.74,0.55,0.55,0.32,0.31,163,Flush,Drip,Pomegranate,6596,0,Kharif,163
5296,MP044,34.31,93.02,FLD05296,13842,Pomegranate,Fruit,Year-round,Mountain,242,52,172,6.3,0.91,Loam,36,7.8,2703,2524,957,1831,2147,20.4,20.4,68,5.6,1.05,0.68,0.74,0.014,0.63,0.64,0.68,0.71,0.74,0.7,0.55,0.54,0.24,0.29,167,Fruiting,Sprinkler,Pomegranate,14968,0,Kharif,167
5297,RJ007,11.76,77.67,FLD05297,16941,Pomegranate,Fruit,Year-round,Coastal,245,34,198,6.1,0.57,Laterite,21,7.8,1426,1174,397,804,1096,29.3,29.3,70,5.4,1.05,0.69,0.73,0.014,0.66,0.62,0.69,0.71,0.72,0.73,0.55,0.53,0.32,0.25,147,Bulbing,Drip,Pomegranate,18610,0,Kharif,147
5298,RJ016,13.58,85.68,FLD05298,7738,Pomegranate,Fruit,Year-round,Semi-Arid,305,32,175,6.1,0.91,Clay,25,13.9,710,535,231,370,492,29.5,29.5,61,4.9,1.05,0.69,0.73,0.024,0.61,0.66,0.67,0.73,0.71,0.73,0.53,0.57,0.27,0.24,155,Grain filling,Sprinkler,Pomegranate,8050,0,Kharif,155
5300,HR047,11.08,81.26,FLD05300,18086,Pomegranate,Fruit,Year-round,Coastal,291,37,194,7.1,0.66,Loam,36,11.9,1548,1204,453,765,1035,29.5,29.5,74,5.5,1.05,0.68,0.74,0.02,0.63,0.63,0.66,0.71,0.74,0.73,0.55,0.52,0.31,0.33,144,Rhizome development,Sprinkler,Pomegranate,19666,0,Kharif,144
5303,TN048,27.16,82.28,FLD05303,7432,Pomegranate,Fruit,Year-round,Mountain,270,37,210,6.6,0.59,Loam,32,8.2,1808,1489,500,1071,1291,24.3,24.3,76,5.4,1.05,0.67,0.72,0.022,0.61,0.62,0.65,0.72,0.72,0.72,0.51,0.53,0.27,0.27,141,Bulbing,Surface,Pomegranate,7070,0,Kharif,141
5306,PB026,19.87,77.85,FLD05306,6065,Pomegranate,Fruit,Year-round,Plateau,277,36,201,6.5,0.65,Sandy,29,15.0,1032,948,329,713,813,29.7,29.7,67,5.8,1.05,0.69,0.73,0.018,0.64,0.67,0.67,0.73,0.73,0.73,0.56,0.58,0.27,0.31,168,Grand growth,Drip,Pomegranate,6017,0,Kharif,168
5307,HR033,10.64,77.6,FLD05307,7519,Pomegranate,Fruit,Year-round,Humid,269,45,187,7.6,0.76,Sandy Loam,20,9.7,2473,1886,848,1232,1650,25.7,25.7,75,4.6,1.05,0.69,0.74,0.022,0.63,0.64,0.68,0.72,0.71,0.74,0.55,0.54,0.3,0.31,159,Flowering,Sprinkler,Pomegranate,7337,0,Kharif,159
5308,AP005,19.05,79.27,FLD05308,17509,Pomegranate,Fruit,Year-round,Sub-Humid,216,43,174,7.7,0.84,Clay Loam,33,9.6,1120,887,375,661,820,28.4,28.4,76,4.7,1.05,0.69,0.75,0.024,0.63,0.66,0.65,0.72,0.73,0.75,0.52,0.56,0.27,0.31,168,Flush,Drip,Pomegranate,17158,0,Kharif,168
5311,AP019,11.36,72.97,FLD05311,8817,Pomegranate,Fruit,Year-round,Plateau,250,39,229,7.2,0.84,Laterite,22,12.5,963,892,388,687,821,30.8,30.8,62,5.5,1.05,0.68,0.74,0.018,0.65,0.63,0.64,0.68,0.74,0.74,0.54,0.52,0.3,0.24,159,Nut development,Surface,Pomegranate,8886,0,Kharif,159
5312,HR034,12.28,77.21,FLD05312,11092,Pomegranate,Fruit,Year-round,Arid,275,52,190,7.7,0.67,Loam,30,24.1,276,240,87,144,216,31.8,31.8,55,5.0,1.05,0.68,0.72,0.016,0.62,0.65,0.66,0.72,0.71,0.7,0.54,0.55,0.32,0.32,142,Flush,Drip,Pomegranate,13920,0,Kharif,142
5314,KA045,30.06,79.47,FLD05314,8956,Pomegranate,Fruit,Year-round,Mountain,270,40,197,6.9,0.64,Sandy Clay,23,14.8,1335,1096,470,837,948,16.3,16.3,74,5.4,1.05,0.67,0.71,0.02,0.61,0.67,0.68,0.68,0.7,0.71,0.52,0.57,0.29,0.26,158,Tuber development,Surface,Pomegranate,9446,0,Kharif,158
5316,RJ004,15.58,76.31,FLD05316,11324,Pomegranate,Fruit,Year-round,Plateau,215,34,213,6.0,0.64,Sandy Clay,31,8.7,950,723,321,552,623,30.4,30.4,63,5.6,1.05,0.68,0.74,0.026,0.61,0.62,0.65,0.72,0.72,0.74,0.5,0.51,0.29,0.28,152,Nut development,Surface,Pomegranate,10932,0,Kharif,152
5317,PB033,29.16,85.79,FLD05317,18049,Pomegranate,Fruit,Year-round,Mountain,253,40,189,7.6,0.98,Sandy Loam,29,10.0,3062,2462,952,1700,2318,20.1,20.1,63,5.4,1.05,0.67,0.73,0.02,0.63,0.63,0.66,0.7,0.69,0.73,0.54,0.55,0.27,0.28,144,Flowering,Sprinkler,Pomegranate,18597,0,Kharif,144
5319,HR003,13.34,88.71,FLD05319,15502,Pomegranate,Fruit,Year-round,Semi-Arid,242,47,175,6.7,0.7,Clay Loam,20,11.2,805,640,270,474,567,29.4,29.4,57,5.4,1.05,0.68,0.75,0.024,0.63,0.65,0.66,0.7,0.69,0.75,0.54,0.55,0.32,0.32,167,Flush,Drip,Pomegranate,15425,0,Kharif,167
5324,HR014,22.97,77.3,FLD05324,16791,Pomegranate,Fruit,Year-round,Sub-Humid,304,42,207,6.0,0.92,Clay,38,11.3,1129,951,418,743,829,28.9,28.9,72,4.8,1.05,0.68,0.74,0.022,0.63,0.65,0.65,0.7,0.73,0.74,0.54,0.56,0.29,0.32,162,Vegetative,Surface,Pomegranate,19203,0,Kharif,162
5325,UP015,9.03,78.61,FLD05325,9684,Pomegranate,Fruit,Year-round,Coastal,290,42,174,7.3,0.89,Laterite,22,6.4,864,788,336,476,676,30.0,30.0,73,4.7,1.05,0.68,0.72,0.012,0.66,0.63,0.68,0.71,0.69,0.72,0.57,0.55,0.3,0.27,165,Bearing,Drip,Pomegranate,10525,0,Kharif,165
5328,KA028,25.25,85.52,FLD05328,8628,Pomegranate,Fruit,Year-round,Mountain,201,42,234,7.0,0.53,Clay,25,9.9,1362,1074,396,801,932,16.5,16.5,83,4.6,1.05,0.68,0.72,0.016,0.63,0.64,0.68,0.7,0.72,0.71,0.53,0.55,0.31,0.32,161,Bearing,Surface,Pomegranate,8572,0,Kharif,161
5329,MH029,33.35,81.82,FLD05329,11873,Pomegranate,Fruit,Year-round,Mountain,239,49,218,7.7,0.58,Sandy,35,12.1,3274,3075,1228,2161,2680,20.2,20.2,64,5.0,1.05,0.69,0.73,0.01,0.67,0.66,0.64,0.69,0.73,0.72,0.59,0.55,0.31,0.23,152,Mature,Drip,Pomegranate,12688,0,Kharif,152
5330,KA013,13.13,82.06,FLD05330,10281,Pomegranate,Fruit,Year-round,Plateau,205,29,201,6.5,0.84,Clay,38,8.2,1175,1002,421,734,949,27.1,27.1,64,4.6,1.05,0.67,0.73,0.02,0.62,0.62,0.65,0.7,0.73,0.72,0.53,0.54,0.26,0.29,148,Vegetative,Drip,Pomegranate,9508,0,Kharif,148
5334,MH035,20.1,74.55,FLD05334,16703,Pomegranate,Fruit,Year-round,Plateau,316,49,215,6.5,0.59,Sandy,24,10.5,1103,836,281,502,740,26.6,26.6,71,4.7,1.05,0.69,0.73,0.012,0.67,0.63,0.66,0.7,0.72,0.73,0.58,0.55,0.28,0.24,169,Flush,Sprinkler,Pomegranate,19466,0,Kharif,169
5337,TN029,20.94,81.57,FLD05337,13511,Pomegranate,Fruit,Year-round,Coastal,289,31,192,6.8,0.75,Sandy Loam,22,6.2,935,762,282,577,657,29.1,29.1,76,4.6,1.05,0.67,0.72,0.014,0.65,0.62,0.65,0.69,0.69,0.72,0.54,0.51,0.23,0.29,143,Reproductive,Drip,Pomegranate,13903,0,Kharif,143
5338,HR007,21.58,70.52,FLD05338,9558,Pomegranate,Fruit,Year-round,Semi-Arid,186,41,219,6.8,0.95,Laterite,22,14.1,681,613,271,409,554,28.7,28.7,66,5.0,1.05,0.67,0.72,0.02,0.62,0.64,0.67,0.67,0.69,0.72,0.53,0.53,0.25,0.31,148,Vegetative,Sprinkler,Pomegranate,9614,0,Kharif,148
5339,MP031,14.91,76.92,FLD05339,15504,Pomegranate,Fruit,Year-round,Arid,212,31,194,7.0,0.78,Sandy Clay,30,22.5,367,331,104,202,301,33.0,33.0,58,4.8,1.05,0.67,0.72,0.01,0.65,0.64,0.65,0.68,0.72,0.7,0.54,0.53,0.28,0.25,156,Vegetative,Drip,Pomegranate,15287,0,Kharif,156
5340,MH016,27.91,76.3,FLD05340,5349,Pomegranate,Fruit,Year-round,Plateau,239,37,170,6.9,0.84,Sandy Clay,34,8.7,1000,777,290,497,734,31.9,31.9,72,4.6,1.05,0.68,0.71,0.016,0.62,0.66,0.67,0.71,0.7,0.7,0.51,0.55,0.28,0.24,165,Pod formation,Surface,Pomegranate,5284,0,Kharif,165
5341,HR010,15.93,73.99,FLD05341,18253,Pomegranate,Fruit,Year-round,Sub-Humid,256,40,214,6.5,0.84,Laterite,24,9.1,1055,996,419,717,867,28.3,28.3,70,4.7,1.05,0.69,0.74,0.018,0.65,0.63,0.67,0.7,0.72,0.74,0.55,0.55,0.28,0.31,168,Fruiting,Drip,Pomegranate,19391,0,Kharif,168
5342,HR012,14.37,84.73,FLD05342,18301,Pomegranate,Fruit,Year-round,Coastal,192,49,220,5.9,0.59,Loam,38,8.6,1807,1660,620,1302,1564,29.8,29.8,74,4.6,1.05,0.68,0.74,0.024,0.62,0.64,0.64,0.71,0.74,0.74,0.51,0.53,0.27,0.29,164,Rhizome development,Drip,Pomegranate,18542,0,Kharif,164
5343,UP001,28.29,71.69,FLD05343,18990,Pomegranate,Fruit,Year-round,Arid,184,38,217,6.1,0.96,Sandy Clay,36,16.3,449,358,156,240,317,34.7,34.7,49,5.0,1.05,0.69,0.74,0.006,0.67,0.65,0.66,0.72,0.74,0.7,0.59,0.54,0.28,0.31,159,Pod formation,Drip,Pomegranate,18490,0,Kharif,159
5344,MP020,25.87,82.62,FLD05344,9679,Pomegranate,Fruit,Year-round,Semi-Arid,294,29,188,7.2,0.61,Sandy Loam,38,17.1,829,740,241,459,648,28.5,28.5,63,5.1,1.05,0.69,0.74,0.014,0.67,0.63,0.68,0.71,0.7,0.74,0.58,0.53,0.27,0.3,155,Pod formation,Drip,Pomegranate,9597,0,Kharif,155
5345,KA011,14.56,86.42,FLD05345,12433,Pomegranate,Fruit,Year-round,Humid,228,37,199,5.9,0.61,Clay,33,6.2,3042,2688,944,1675,2544,27.8,27.8,86,4.7,1.05,0.68,0.72,0.012,0.66,0.64,0.65,0.72,0.71,0.72,0.54,0.55,0.26,0.32,144,Tuber bulking,Drip,Pomegranate,13405,0,Kharif,144
5347,KA026,11.54,87.76,FLD05347,12496,Pomegranate,Fruit,Year-round,Coastal,275,40,237,6.9,0.51,Sandy Clay,38,8.1,2302,1770,648,1110,1592,28.2,28.2,75,5.7,1.05,0.68,0.71,0.008,0.67,0.64,0.69,0.68,0.69,0.71,0.57,0.55,0.24,0.27,141,Boll formation,Drip,Pomegranate,13234,0,Kharif,141
5350,AP027,20.83,85.36,FLD05350,14643,Pomegranate,Fruit,Year-round,Semi-Arid,221,37,206,6.7,0.67,Laterite,28,10.5,655,503,190,343,443,28.8,28.8,61,4.9,1.05,0.68,0.72,0.012,0.63,0.63,0.69,0.72,0.71,0.69,0.55,0.53,0.29,0.32,165,Bearing,Sprinkler,Pomegranate,13669,0,Kharif,165
5352,PB008,16.56,87.42,FLD05352,13496,Pomegranate,Fruit,Year-round,Humid,267,38,230,6.4,0.54,Clay,35,6.0,3197,2731,1132,1861,2461,26.3,26.3,81,5.8,1.05,0.68,0.73,0.012,0.65,0.63,0.66,0.7,0.73,0.71,0.56,0.52,0.25,0.25,150,Nut development,Sprinkler,Pomegranate,14451,0,Kharif,150
5361,RJ004,12.72,84.11,FLD05361,16116,Pomegranate,Fruit,Year-round,Humid,241,50,238,5.9,0.53,Loam,32,8.3,1819,1676,521,1241,1524,28.4,28.4,76,4.6,1.05,0.68,0.73,0.016,0.65,0.62,0.67,0.71,0.69,0.73,0.57,0.54,0.25,0.27,140,Nut development,Sprinkler,Pomegranate,16198,0,Kharif,140
5365,AP029,11.23,88.57,FLD05365,9534,Pomegranate,Fruit,Year-round,Sub-Humid,293,42,170,6.6,0.92,Clay Loam,36,8.6,912,788,277,604,740,28.3,28.3,72,5.5,1.05,0.68,0.75,0.026,0.62,0.64,0.63,0.73,0.69,0.75,0.52,0.56,0.29,0.3,143,Flowering,Sprinkler,Pomegranate,9933,0,Kharif,143
5366,KA033,15.28,70.13,FLD05366,8895,Pomegranate,Fruit,Year-round,Humid,299,51,224,7.7,0.95,Sandy Clay,25,5.8,2867,2445,966,1692,2157,26.1,26.1,77,4.9,1.05,0.69,0.75,0.02,0.65,0.62,0.67,0.7,0.72,0.75,0.57,0.51,0.3,0.28,147,Pod formation,Surface,Pomegranate,10463,0,Kharif,147
5369,MP006,19.82,76.58,FLD05369,10360,Pomegranate,Fruit,Year-round,Sub-Humid,206,31,203,7.3,0.6,Sandy Clay,26,10.6,1174,1038,389,711,883,27.0,27.0,74,5.5,1.05,0.68,0.74,0.014,0.65,0.62,0.66,0.7,0.74,0.72,0.57,0.54,0.23,0.32,154,Bearing,Sprinkler,Pomegranate,9785,0,Kharif,154
5370,GJ011,28.16,72.91,FLD05370,10371,Pomegranate,Fruit,Year-round,Sub-Humid,252,42,177,6.4,0.95,Clay,23,11.3,987,932,300,589,852,30.0,30.0,70,4.9,1.05,0.67,0.72,0.02,0.62,0.63,0.66,0.69,0.7,0.72,0.52,0.53,0.25,0.24,141,Bearing,Surface,Pomegranate,9863,0,Kharif,141
5371,MH024,27.82,84.53,FLD05371,9200,Pomegranate,Fruit,Year-round,Arid,304,32,231,6.5,0.97,Sandy,24,23.0,410,360,160,261,312,33.8,33.8,54,5.8,1.05,0.68,0.75,0.02,0.65,0.64,0.65,0.67,0.71,0.75,0.55,0.54,0.29,0.25,149,Nut development,Sprinkler,Pomegranate,10417,0,Kharif,149
5372,RJ040,12.59,70.99,FLD05372,11570,Pomegranate,Fruit,Year-round,Coastal,317,45,181,6.4,0.62,Clay Loam,34,9.9,807,648,200,504,558,29.3,29.3,70,4.6,1.05,0.69,0.74,0.016,0.64,0.65,0.69,0.71,0.74,0.72,0.55,0.55,0.28,0.29,142,Grand growth,Sprinkler,Pomegranate,12394,0,Kharif,142
5374,AP021,13.44,86.2,FLD05374,8916,Pomegranate,Fruit,Year-round,Arid,207,34,187,7.0,0.76,Sandy,33,22.8,347,264,109,195,247,34.4,34.4,47,5.3,1.05,0.67,0.72,0.008,0.65,0.67,0.65,0.67,0.72,0.69,0.55,0.56,0.27,0.27,140,Nut development,Sprinkler,Pomegranate,9271,0,Kharif,140
5375,PB021,17.89,77.62,FLD05375,12129,Pomegranate,Fruit,Year-round,Humid,199,28,187,6.0,0.75,Laterite,20,9.2,2810,2237,846,1598,2107,26.2,26.2,82,5.4,1.05,0.67,0.71,0.012,0.64,0.66,0.66,0.68,0.71,0.7,0.53,0.55,0.28,0.32,157,Tillering,Drip,Pomegranate,12240,0,Kharif,157
5376,AP008,11.49,87.85,FLD05376,9517,Pomegranate,Fruit,Year-round,Arid,314,42,235,6.8,0.93,Sandy Loam,34,18.3,257,239,81,156,217,33.8,33.8,57,5.4,1.05,0.68,0.73,0.01,0.64,0.66,0.65,0.73,0.7,0.69,0.56,0.57,0.31,0.25,169,Grain filling,Sprinkler,Pomegranate,11429,0,Kharif,169
5379,PB008,17.74,71.71,FLD05379,14231,Pomegranate,Fruit,Year-round,Humid,193,52,204,7.0,0.71,Clay Loam,36,7.8,3048,2629,960,1936,2279,26.0,26.0,83,5.0,1.05,0.67,0.74,0.026,0.61,0.66,0.63,0.67,0.71,0.74,0.54,0.56,0.29,0.32,156,Grain filling,Surface,Pomegranate,13803,0,Kharif,156
5381,PB010,25.99,79.28,FLD05381,15232,Pomegranate,Fruit,Year-round,Humid,257,31,215,6.8,0.53,Laterite,35,8.8,1711,1573,704,968,1437,28.2,28.2,85,5.8,1.05,0.68,0.7,0.006,0.67,0.66,0.66,0.69,0.69,0.7,0.57,0.55,0.31,0.23,166,Mature,Surface,Pomegranate,15409,0,Kharif,166
5383,HR014,27.37,87.38,FLD05383,16987,Pomegranate,Fruit,Year-round,Plateau,317,35,223,6.3,0.55,Loam,36,10.1,954,884,350,677,764,27.8,27.8,67,4.9,1.05,0.68,0.73,0.018,0.64,0.62,0.64,0.7,0.73,0.73,0.54,0.54,0.29,0.28,164,Vegetative,Sprinkler,Pomegranate,19360,0,Kharif,164
5384,MH018,19.76,75.86,FLD05384,19056,Pomegranate,Fruit,Year-round,Humid,249,35,226,5.9,0.59,Loam,35,8.4,1632,1545,656,1173,1324,28.5,28.5,86,5.8,1.05,0.67,0.72,0.018,0.61,0.66,0.67,0.72,0.69,0.7,0.51,0.58,0.3,0.31,140,Grand growth,Drip,Pomegranate,18999,0,Kharif,140
5386,PB012,20.9,72.57,FLD05386,17787,Pomegranate,Fruit,Year-round,Coastal,257,41,234,6.1,0.77,Clay Loam,34,8.3,899,735,231,538,644,29.1,29.1,76,5.1,1.05,0.67,0.71,0.016,0.63,0.63,0.68,0.7,0.7,0.71,0.54,0.54,0.31,0.3,169,Mature,Sprinkler,Pomegranate,19402,0,Kharif,169
5387,RJ009,12.79,82.18,FLD05387,17794,Pomegranate,Fruit,Year-round,Humid,227,36,196,7.1,0.76,Laterite,33,9.1,1482,1285,571,834,1182,27.0,27.0,77,4.7,1.05,0.68,0.73,0.014,0.64,0.65,0.64,0.72,0.73,0.71,0.55,0.56,0.23,0.32,147,Tuber development,Drip,Pomegranate,18637,0,Kharif,147
5389,MH035,10.93,80.76,FLD05389,10887,Pomegranate,Fruit,Year-round,Semi-Arid,189,42,236,6.4,0.56,Sandy Clay,38,12.4,764,649,206,459,600,28.5,28.5,57,4.9,1.05,0.68,0.72,0.018,0.62,0.65,0.65,0.72,0.72,0.71,0.54,0.57,0.28,0.23,169,Fruiting,Drip,Pomegranate,12067,0,Kharif,169
5390,UP009,21.46,82.09,FLD05390,10965,Pomegranate,Fruit,Year-round,Humid,198,33,235,7.4,0.74,Sandy Loam,33,7.0,3068,2583,965,2001,2258,27.5,27.5,86,5.5,1.05,0.67,0.72,0.02,0.62,0.64,0.64,0.69,0.72,0.72,0.52,0.54,0.25,0.28,162,Grain filling,Surface,Pomegranate,11668,0,Kharif,162
5393,RJ013,27.26,70.01,FLD05393,5597,Pomegranate,Fruit,Year-round,Humid,252,43,195,7.5,0.64,Laterite,30,8.1,2772,2225,918,1766,2087,28.0,28.0,78,5.7,1.05,0.69,0.75,0.006,0.67,0.65,0.67,0.67,0.75,0.7,0.58,0.55,0.22,0.32,158,Bearing,Drip,Pomegranate,5938,0,Kharif,158
5394,MH029,14.38,82.35,FLD05394,14661,Pomegranate,Fruit,Year-round,Semi-Arid,272,40,223,6.9,0.88,Clay Loam,21,14.8,595,522,174,372,472,28.0,28.0,59,4.9,1.05,0.67,0.74,0.008,0.65,0.64,0.64,0.67,0.74,0.69,0.56,0.56,0.29,0.23,150,Bulbing,Drip,Pomegranate,16188,0,Kharif,150
5395,MH039,34.99,87.49,FLD05395,15278,Pomegranate,Fruit,Year-round,Mountain,184,42,201,5.8,0.95,Sandy Clay,30,11.6,3081,2757,972,1854,2521,19.4,19.4,75,5.8,1.05,0.68,0.74,0.018,0.64,0.62,0.66,0.67,0.74,0.73,0.53,0.54,0.23,0.24,167,Reproductive,Surface,Pomegranate,14762,0,Kharif,167
5396,HR008,27.85,80.01,FLD05396,16137,Pomegranate,Fruit,Year-round,Sub-Humid,256,44,237,6.3,0.73,Clay Loam,24,11.0,1038,885,396,568,789,29.0,29.0,74,5.2,1.05,0.69,0.73,0.01,0.66,0.62,0.68,0.73,0.71,0.71,0.56,0.52,0.27,0.3,158,Bulbing,Sprinkler,Pomegranate,18353,0,Kharif,158
5398,MP033,28.23,71.31,FLD05398,7192,Pomegranate,Fruit,Year-round,Arid,273,35,206,7.0,0.58,Loam,29,15.2,428,343,131,223,303,35.1,35.1,45,5.7,1.05,0.69,0.74,0.016,0.66,0.63,0.69,0.67,0.72,0.74,0.55,0.53,0.29,0.3,154,Flowering,Drip,Pomegranate,7430,0,Kharif,154
5401,MP039,18.68,89.88,FLD05401,13404,Orange,Fruit,Year-round,Plateau,221,28,177,6.4,0.51,Clay Loam,20,11.9,1241,984,351,596,857,28.6,28.6,73,5.5,1.09,0.66,0.72,0.016,0.61,0.63,0.65,0.69,0.72,0.69,0.54,0.53,0.28,0.24,170,Bearing,Sprinkler,Orange,15508,0,Kharif,170
5402,PB006,23.72,70.77,FLD05402,17184,Orange,Fruit,Year-round,Plateau,183,34,197,7.2,0.7,Laterite,34,13.3,1222,930,315,645,849,29.9,29.9,74,4.8,1.09,0.66,0.72,0.02,0.62,0.62,0.63,0.69,0.71,0.72,0.53,0.53,0.33,0.31,142,Grand growth,Drip,Orange,21856,0,Kharif,142
5409,GJ022,21.48,81.08,FLD05409,17879,Orange,Fruit,Year-round,Plateau,238,51,202,7.6,0.95,Sandy Clay,29,10.8,1130,1012,327,736,938,30.9,30.9,75,5.9,1.09,0.69,0.75,0.016,0.64,0.62,0.69,0.73,0.75,0.72,0.56,0.51,0.32,0.27,168,Vegetative,Drip,Orange,24357,0,Kharif,168
5410,AP010,15.48,77.09,FLD05410,8480,Orange,Fruit,Year-round,Humid,232,49,193,7.6,0.54,Clay Loam,36,6.2,1273,1108,468,763,965,28.3,28.3,84,5.2,1.09,0.69,0.73,0.018,0.64,0.65,0.64,0.73,0.73,0.73,0.53,0.57,0.32,0.27,159,Vegetative,Sprinkler,Orange,11444,0,Kharif,159
5411,HR020,25.35,72.77,FLD05411,13970,Orange,Fruit,Year-round,Plateau,199,50,237,7.7,0.88,Clay Loam,37,13.4,922,790,340,550,746,27.4,27.4,66,5.6,1.09,0.67,0.72,0.014,0.65,0.64,0.65,0.67,0.7,0.72,0.54,0.53,0.25,0.27,154,Flowering,Sprinkler,Orange,20624,0,Kharif,154
5414,RJ025,19.1,89.49,FLD05414,6142,Orange,Fruit,Year-round,Sub-Humid,216,30,219,6.2,0.71,Clay,31,11.2,1174,975,391,602,865,29.5,29.5,69,5.9,1.09,0.67,0.7,0.016,0.62,0.64,0.64,0.7,0.7,0.7,0.51,0.54,0.26,0.29,159,Tillering,Surface,Orange,8045,0,Kharif,159
5415,PB034,16.93,71.96,FLD05415,19972,Orange,Fruit,Year-round,Coastal,316,47,182,7.1,0.72,Sandy,21,6.5,1192,1104,374,808,943,28.0,28.0,70,5.5,1.09,0.68,0.71,0.012,0.65,0.64,0.67,0.7,0.69,0.71,0.56,0.54,0.29,0.24,170,Grand growth,Sprinkler,Orange,28696,0,Kharif,170
5419,HR036,27.05,80.23,FLD05419,13859,Orange,Fruit,Year-round,Mountain,241,42,178,6.7,0.73,Sandy,29,12.8,1900,1659,725,1218,1475,16.5,16.5,79,5.9,1.09,0.67,0.73,0.024,0.61,0.67,0.67,0.67,0.7,0.73,0.52,0.57,0.32,0.31,161,Grand growth,Surface,Orange,18993,0,Kharif,161
